invoice_no,quantity,unit_price,discount_percentage,discount_amount,taxable_value,gst_rate,cgst,sgst,igst,cess_rate,cess_amount,total_tax,total_amount,calculated_gross_value,discount_difference,taxable_value_difference,gst_difference,total_tax_difference,total_amount_difference,cgst_sgst_split_difference,igst_difference,duplicate_transaction_frequency,duplicate_transaction_flag,supplier_frequency,buyer_frequency,supplier_buyer_frequency,supplier_daily_frequency,buyer_daily_frequency,daily_transaction_frequency,future_date_flag,days_beyond_allowed_end,invoice_month
INV000264,22,6994.12,15,23080.6,130790.04,28,0.0,0.0,36621.21,0.0,0.0,36621.21,167411.25,153870.63999999998,0.004000000000814907,1.4551915228366852e-11,0.0011999999987892807,0.0,0.0,0.0,0.0011999999987892807,1,0,47,10,1,1,1,54,0,0,8
INV000265,86,32021.63,10,275386.02,2478474.16,12,148708.45,148708.45,0.0,0.0,0.0,297416.9,2775891.06,2753860.18,0.0020000000367872417,0.0,0.0007999999797903001,0.0,0.0,0.0007999999797903001,0.0,1,0,35,23,1,1,1,90,0,0,12
INV000266,72,856.72,15,9252.58,52431.26,5,1310.78,1310.78,0.0,0.0,0.0,2621.56,55052.82,61683.840000000004,0.003999999998995918,0.0,0.003000000000156433,0.0,0.0,0.003000000000156433,0.0,1,0,38,17,1,1,1,60,0,0,1
INV000267,24,4226.89,0,0.0,101445.36,28,0.0,0.0,28404.7,0.0,0.0,28404.7,129850.06,101445.36000000002,0.0,1.4551915228366852e-11,0.000800000001618173,0.0,0.0,0.0,0.000800000001618173,1,0,45,19,1,1,1,60,0,0,1
INV000268,75,1171.08,10,8783.1,79047.9,5,1976.2,1976.2,0.0,0.0,0.0,3952.4,83000.3,87831.0,0.0,0.0,0.005000000000109139,0.0,1.4551915228366852e-11,0.005000000000109139,0.0,1,0,40,19,1,1,1,51,0,0,8
INV000269,20,44774.56,0,0.0,895491.2,12,0.0,0.0,107458.94,0.0,0.0,107458.94,1002950.14,895491.2,0.0,0.0,0.003999999986262992,0.0,1.1641532182693481e-10,0.0,0.003999999986262992,1,0,28,20,1,1,1,50,0,0,3
INV000270,69,21432.99,0,0.0,1478876.31,18,133098.87,133098.87,0.0,0.0,0.0,266197.74,1745074.05,1478876.31,0.0,0.0,0.004199999966658652,0.0,0.0,0.004199999966658652,0.0,1,0,39,19,1,1,1,62,0,0,8
INV000271,76,5402.07,15,61583.6,348973.72,12,0.0,0.0,41876.85,0.0,0.0,41876.85,390850.57,410557.31999999995,0.0020000000076834112,0.0,0.0036000000036437996,0.0,5.820766091346741e-11,0.0,0.0036000000036437996,1,0,49,25,1,2,1,60,0,0,1
INV000272,77,6954.06,0,0.0,535462.62,18,48191.64,48191.64,0.0,0.0,0.0,96383.28,631845.9,535462.62,0.0,0.0,0.008399999991524965,0.0,0.0,0.008399999991524965,0.0,1,0,40,21,1,1,2,38,0,0,6
INV000273,23,11033.39,0,0.0,253767.97,28,35527.52,35527.52,0.0,0.0,0.0,71055.04,324823.01,253767.96999999997,0.0,2.9103830456733704e-11,0.008399999991524965,0.0,0.0,0.008399999991524965,0.0,1,0,47,18,1,1,1,58,0,0,8
INV000274,30,1706.16,10,5118.48,46066.32,18,4145.97,4145.97,0.0,0.0,0.0,8291.94,54358.26,51184.8,0.0,7.275957614183426e-12,0.00240000000121654,0.0,0.0,0.00240000000121654,0.0,1,0,38,24,1,1,1,50,0,0,9
INV000275,89,1363.02,15,18196.32,103112.46,5,2577.81,2577.81,0.0,0.0,0.0,5155.62,108268.08,121308.78,0.0030000000006111804,1.4551915228366852e-11,0.0030000000006111804,0.0,0.0,0.0030000000006111804,0.0,1,0,45,21,1,1,1,52,0,0,12
INV000276,50,31883.88,15,239129.1,1355064.9,18,121955.84,121955.84,0.0,0.0,0.0,243911.68,1598976.58,1594194.0,0.0,0.0,0.0020000000076834112,0.0,2.3283064365386963e-10,0.0020000000076834112,0.0,1,0,41,14,1,1,1,155,0,0,8
INV000277,97,1522.07,0,0.0,147640.79,5,3691.02,3691.02,0.0,0.0,0.0,7382.04,155022.83,147640.79,0.0,0.0,0.0004999999991923687,0.0,2.9103830456733704e-11,0.0004999999991923687,0.0,1,0,47,22,1,1,1,58,0,0,11
INV000278,84,1031.78,0,0.0,86669.52,5,2166.74,2166.74,0.0,0.0,0.0,4333.48,91003.0,86669.52,0.0,0.0,0.003999999998995918,0.0,0.0,0.003999999998995918,0.0,1,0,43,18,1,1,1,49,0,0,12
INV000279,20,44165.3,0,0.0,883306.0,5,22082.65,22082.65,0.0,0.0,0.0,44165.3,927471.3,883306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,37,17,1,1,1,54,0,0,2
INV000280,67,32210.78,0,0.0,2158122.26,28,302137.12,302137.12,0.0,0.0,0.0,604274.24,2762396.5,2158122.26,0.0,0.0,0.007200000109151006,0.0,0.0,0.007200000109151006,0.0,1,0,34,22,1,1,1,69,0,0,9
INV000281,23,66871.79,0,0.0,1538051.17,18,0.0,0.0,276849.21,0.0,0.0,276849.21,1814900.38,1538051.17,0.0,0.0,0.0005999999702908099,0.0,0.0,0.0,0.0005999999702908099,1,0,39,25,1,1,1,55,0,0,11
INV000282,19,26300.67,15,74956.91,424755.82,18,0.0,0.0,76456.05,0.0,0.0,76456.05,501211.87,499712.73,0.0005000000091968104,5.820766091346741e-11,0.0024000000121304765,0.0,0.0,0.0,0.0024000000121304765,1,0,47,17,1,1,1,46,0,0,12
INV000283,54,27221.93,5,73499.21,1396485.01,5,0.0,0.0,69824.25,0.0,0.0,69824.25,1466309.26,1469984.22,0.0009999999892897904,0.0,0.0004999999946448952,0.0,0.0,0.0,0.0004999999946448952,1,0,40,17,1,1,1,51,0,0,11
INV000284,52,20203.74,0,0.0,1050594.48,5,26264.86,26264.86,0.0,0.0,0.0,52529.72,1103124.2,1050594.48,0.0,0.0,0.004000000000814907,0.0,0.0,0.004000000000814907,0.0,1,0,46,30,1,1,1,53,0,0,2
INV000285,82,37991.79,0,0.0,3115326.78,28,436145.75,436145.75,0.0,2.0,62306.54,934598.04,4049924.82,3115326.7800000003,0.0,4.656612873077393e-10,0.001600000075995922,0.0,0.0,0.001600000075995922,0.0,1,0,40,20,1,1,1,63,0,0,11
INV000286,77,775.34,15,8955.18,50746.0,12,3044.76,3044.76,0.0,0.0,0.0,6089.52,56835.52,59701.18,0.0030000000006111804,0.0,0.0,0.0,7.275957614183426e-12,0.0,0.0,1,0,43,10,1,1,1,59,0,0,5
INV000287,1,4979.93,0,0.0,4979.93,18,0.0,0.0,896.39,1.0,49.8,946.19,5926.12,4979.93,0.0,0.0,0.002599999999915781,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.002599999999915781,1,0,38,18,1,1,1,58,0,0,12
INV000288,28,1253.07,0,0.0,35085.96,5,0.0,0.0,701.72,0.0,0.0,701.72,35787.68,35085.96,0.0,0.0,1052.5779999999997,0.0,0.0,0.0,1052.5779999999997,1,0,35,16,1,1,1,44,0,0,3
INV000289,24,27790.33,0,0.0,666967.92,28,93375.51,93375.51,0.0,0.0,0.0,186751.02,853718.94,666967.92,0.0,0.0,0.002399999968474731,0.0,1.1641532182693481e-10,0.002399999968474731,0.0,1,0,41,24,1,1,1,62,0,0,8
INV000290,9475,4543.71,0,0.0,43051652.25,18,3874648.7,3874648.7,0.0,0.0,0.0,7749297.4,50800949.65,43051652.25,0.0,0.0,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,1,0,51,21,1,1,1,51,0,0,5
INV000291,90,3867.67,0,0.0,348090.3,5,8702.26,8702.26,0.0,0.0,0.0,17404.52,365494.82,348090.3,0.0,0.0,0.005000000001018634,0.0,0.0,0.005000000001018634,0.0,1,0,35,12,1,1,1,46,0,0,1
INV000292,52,4169.93,0,0.0,216836.36,12,13010.18,13010.18,0.0,0.0,0.0,26020.36,242856.72,216836.36000000002,0.0,2.9103830456733704e-11,0.0031999999991967343,0.0,2.9103830456733704e-11,0.0031999999991967343,0.0,1,0,40,14,1,1,1,52,0,0,5
INV000293,48,31262.3,15,225088.56,1275501.84,28,178570.26,178570.26,0.0,1.0,12755.02,369895.54,1645397.38,1500590.4,0.0,2.3283064365386963e-10,0.004799999995157123,5.820766091346741e-11,2.3283064365386963e-10,0.004799999995157123,0.0,1,0,45,24,1,2,1,59,0,0,8
INV000294,60,30611.63,10,183669.78,1653028.02,28,231423.92,231423.92,0.0,0.0,0.0,462847.84,2115875.86,1836697.8,0.0,0.0,0.005599999974947423,0.0,0.0,0.005599999974947423,0.0,1,0,28,20,1,1,1,48,0,0,8
INV000295,63,1936.23,15,18297.37,103685.12,12,6221.11,6221.11,0.0,0.0,0.0,12442.22,116127.34,121982.49,0.0035000000025320332,1.4551915228366852e-11,0.005600000000413274,0.0,0.0,0.005600000000413274,0.0,1,0,43,20,1,1,1,65,0,0,10
INV000296,24,9123.49,5,10948.19,208015.57,12,12480.93,12480.93,0.0,0.0,0.0,24961.86,232977.43,218963.76,0.0020000000004074536,0.0,0.008399999998800922,0.0,0.0,0.008399999998800922,0.0,1,0,35,24,1,1,1,63,0,0,4
INV000297,75,43777.24,0,0.0,3283293.0,18,295496.37,295496.37,0.0,5.0,164164.65,755157.39,4038450.39,3283293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,39,27,1,1,1,50,0,0,8
INV000298,94,57075.35,0,0.0,5365082.9,18,0.0,0.0,965714.92,0.0,0.0,965714.92,6330797.82,5365082.899999999,0.0,9.313225746154785e-10,0.001999999978579581,0.0,0.0,0.0,0.001999999978579581,1,0,38,20,1,1,1,48,0,0,10
INV000299,64,4564.3,0,0.0,292115.2,18,0.0,0.0,52580.74,0.0,0.0,52580.74,344695.94,292115.2,0.0,0.0,0.00399999999353895,0.0,0.0,0.0,0.00399999999353895,1,0,41,19,2,1,1,53,0,0,10
INV000300,23,9641.29,0,0.0,221749.67,12,13304.98,13304.98,0.0,0.0,0.0,26609.96,248359.63,221749.67,0.0,0.0,0.0004000000008090865,0.0,0.0,0.0004000000008090865,0.0,1,0,46,18,1,1,1,44,0,0,3
INV000301,11,19702.0,0,0.0,216722.0,28,30341.08,30341.08,0.0,0.0,0.0,60682.16,277404.16,216722.0,0.0,0.0,0.0,0.0,5.820766091346741e-11,0.0,0.0,1,0,46,26,1,1,1,59,0,0,4
INV000302,85,7014.11,5,29809.97,566389.38,12,0.0,0.0,67966.73,0.0,0.0,67966.73,634356.11,596199.35,0.0025000000023283064,0.0,0.004399999990710057,0.0,0.0,0.0,0.004399999990710057,1,0,31,20,1,1,1,60,0,0,5
INV000303,30,8543.78,0,0.0,256313.4,5,6407.84,6407.84,0.0,0.0,0.0,12815.68,269129.08,256313.40000000002,0.0,2.9103830456733704e-11,0.010000000000218279,0.0,0.0,0.010000000000218279,0.0,1,0,45,21,1,1,1,52,0,0,6
INV000304,42,8462.98,15,53316.77,302128.39,28,42297.97,42297.97,0.0,0.0,0.0,84595.94,386724.33,355445.16,0.004000000000814907,5.820766091346741e-11,0.009200000000419095,0.0,0.0,0.009200000000419095,0.0,1,0,38,28,1,1,1,53,0,0,9
INV000305,86,779.81,0,0.0,67063.66,12,4023.82,4023.82,0.0,0.0,0.0,8047.64,75111.3,67063.65999999999,0.0,1.4551915228366852e-11,0.0007999999997991836,0.0,0.0,0.0007999999997991836,0.0,1,0,38,23,1,1,1,57,0,0,8
INV000306,67,9541.25,0,0.0,639263.75,12,38355.82,38355.82,0.0,2.0,12785.27,89496.91,728760.66,639263.75,0.0,0.0,0.00999999999476131,0.0,0.0,0.00999999999476131,0.0,1,0,39,22,1,2,1,59,0,0,12
INV000307,80,47192.22,10,377537.76,3397839.84,28,475697.58,475697.58,0.0,5.0,169891.99,1121287.15,4519126.99,3775377.6,0.0,0.0,0.0048000001115724444,0.0,0.0,0.0048000001115724444,0.0,1,0,39,30,1,2,1,53,0,0,11
INV000308,69,7453.72,0,0.0,514306.68,5,12857.67,12857.67,0.0,0.0,0.0,25715.34,540022.02,514306.68,0.0,0.0,0.006000000001222361,0.0,0.0,0.006000000001222361,0.0,1,0,38,16,1,2,1,52,0,0,11
INV000309,13,46885.92,5,30475.85,579041.11,18,0.0,0.0,104227.4,0.0,0.0,104227.4,683268.51,609516.96,0.0020000000004074536,0.0,0.00019999999494757503,0.0,0.0,0.0,0.00019999999494757503,1,0,43,20,1,1,1,54,0,0,8
INV000310,40,991.69,0,0.0,39667.6,12,2380.06,2380.06,0.0,5.0,1983.38,6743.5,46411.1,39667.600000000006,0.0,7.275957614183426e-12,0.00800000000072032,0.0,0.0,0.00800000000072032,0.0,1,0,43,23,1,1,1,50,0,0,1
INV000311,52,335.95,0,0.0,17469.4,28,2445.72,2445.72,0.0,0.0,0.0,4891.44,22360.84,17469.399999999998,0.0,3.637978807091713e-12,0.00799999999890133,0.0,0.0,0.00799999999890133,0.0,1,0,38,14,1,1,1,55,0,0,9
INV000312,8,715.98,0,0.0,5727.84,12,0.0,0.0,687.34,0.0,0.0,687.34,6415.18,5727.84,0.0,0.0,0.0008000000000265572,0.0,0.0,0.0,0.0008000000000265572,1,0,48,18,1,1,1,48,0,0,2
INV000313,77,73612.18,10,566813.79,5101324.07,12,306079.44,306079.44,0.0,0.0,0.0,612158.88,5713482.95,5668137.859999999,0.004000000073574483,9.313225746154785e-10,0.008400000049732625,0.0,0.0,0.008400000049732625,0.0,1,0,48,24,1,2,1,70,0,0,11
INV000314,24,8122.61,0,0.0,194942.64,18,0.0,0.0,35089.68,0.0,0.0,35089.68,230032.32,194942.63999999998,0.0,2.9103830456733704e-11,0.004799999995157123,0.0,0.0,0.0,0.004799999995157123,1,0,51,31,1,1,1,47,0,0,1
INV000315,56,2257.96,15,18966.86,107478.9,28,0.0,0.0,30094.09,0.0,0.0,30094.09,137572.99,126445.76000000001,0.004000000000814907,1.4551915228366852e-11,0.001999999996769475,0.0,0.0,0.0,0.001999999996769475,1,0,42,24,1,1,1,56,0,0,1
INV000316,89,41928.56,5,186582.09,3545059.75,18,319055.38,319055.38,0.0,0.0,0.0,638110.76,4183170.51,3731641.84,0.0020000000076834112,0.0,0.005000000004656613,0.0,0.0,0.005000000004656613,0.0,1,0,40,22,1,1,1,67,0,0,2
INV000317,72,8547.99,0,0.0,615455.28,5,15386.38,15386.38,0.0,0.0,0.0,30772.76,646228.04,615455.28,0.0,0.0,0.004000000004452886,0.0,0.0,0.004000000004452886,0.0,1,0,34,24,1,1,1,155,0,0,8
INV000318,35,17907.92,0,0.0,626777.2,18,90255.92,22563.98,0.0,0.0,0.0,112819.9,739597.1,626777.2,0.0,0.0,0.004000000000814907,0.0,0.0,67691.94,0.0,1,0,35,24,1,1,1,61,0,0,10
INV000319,45,1656.6,0,0.0,74547.0,5,1863.67,1863.67,0.0,0.0,0.0,3727.34,78274.34,74547.0,0.0,0.0,0.009999999999763531,0.0,0.0,0.009999999999763531,0.0,1,0,33,17,1,1,1,67,0,0,7
INV000320,51,68562.3,0,0.0,3496677.3,5,0.0,0.0,174833.86,0.0,0.0,174833.86,3671511.16,3496677.3000000003,0.0,4.656612873077393e-10,0.005000000004656613,0.0,4.656612873077393e-10,0.0,0.005000000004656613,1,0,43,30,1,1,1,54,0,0,5
INV000321,2,1784.11,0,0.0,3568.22,18,321.14,321.14,0.0,0.0,0.0,642.28,4210.5,3568.22,0.0,0.0,0.0004000000000132786,0.0,0.0,0.0004000000000132786,0.0,1,0,58,26,1,1,1,51,0,0,8
INV000322,78,4630.97,15,54182.35,307033.31,12,18422.0,18422.0,0.0,0.0,0.0,36844.0,343877.31,361215.66000000003,0.000999999996565748,5.820766091346741e-11,0.0028000000020256266,0.0,0.0,0.0028000000020256266,0.0,1,0,46,14,1,1,1,47,0,0,5
INV000323,51,38678.33,15,295889.22,1676705.61,5,41917.64,41917.64,0.0,0.0,0.0,83835.28,1760540.89,1972594.83,0.004500000039115548,0.0,0.0005000000091968104,0.0,2.3283064365386963e-10,0.0005000000091968104,0.0,1,0,44,18,1,1,1,58,0,0,12
INV000324,81,2917.7,15,35450.05,200883.65,5,5022.09,5022.09,0.0,0.0,0.0,10044.18,210927.83,236333.69999999998,0.004999999990104698,2.9103830456733704e-11,0.002500000000509317,0.0,0.0,0.002500000000509317,0.0,1,0,42,13,1,1,1,52,0,0,10
INV000325,78,3549.51,0,0.0,276861.78,28,38760.65,38760.65,0.0,0.0,0.0,77521.3,354383.08,276861.78,0.0,0.0,0.0015999999886844307,0.0,0.0,0.0015999999886844307,0.0,1,0,55,23,1,1,1,38,0,0,3
INV000326,31,3491.2,5,5411.36,102815.84,12,6168.95,6168.95,0.0,5.0,5140.79,17478.69,120294.53,108227.2,0.0,0.0,0.000800000001618173,0.0,0.0,0.000800000001618173,0.0,1,0,41,22,1,1,1,45,0,0,4
INV000327,17163,45440.21,0,0.0,779890324.23,28,109184645.39,109184645.39,0.0,0.0,0.0,218369290.78,998259615.01,779890324.23,0.0,0.0,0.004400014877319336,0.0,0.0,0.004400014877319336,0.0,1,0,38,22,1,1,1,55,0,0,6
INV000328,77,8825.29,15,101932.1,577615.23,5,14440.38,14440.38,0.0,0.0,0.0,28880.76,606495.99,679547.3300000001,0.0004999999946448952,1.1641532182693481e-10,0.0015000000021245796,0.0,0.0,0.0015000000021245796,0.0,1,0,40,21,1,1,1,56,0,0,10
INV000329,29,282.64,0,0.0,8196.56,12,0.0,0.0,983.59,0.0,0.0,983.59,9180.15,8196.56,0.0,0.0,0.0027999999999792635,0.0,0.0,0.0,0.0027999999999792635,1,0,34,18,1,1,1,50,0,0,12
INV000330,44,58283.34,0,0.0,2564466.96,12,0.0,0.0,307736.04,0.0,0.0,307736.04,2872203.0,2564466.96,0.0,0.0,0.004799999995157123,0.0,0.0,0.0,0.004799999995157123,1,0,39,16,1,2,1,49,0,0,6
INV000331,5,15468.16,5,3867.04,73473.76,12,4408.43,4408.43,0.0,0.0,0.0,8816.86,82290.62,77340.8,0.0,1.4551915228366852e-11,0.008800000001428998,0.0,0.0,0.008800000001428998,0.0,1,0,43,14,1,1,1,49,0,0,2
INV000332,62,47646.68,0,0.0,2954094.16,18,265868.47,265868.47,0.0,0.0,0.0,531736.94,3485831.1,2954094.16,0.0,0.0,0.008800000068731606,0.0,0.0,0.008800000068731606,0.0,1,0,40,21,2,1,1,49,0,0,8
INV000333,99,1462.11,15,21712.33,123036.56,12,7382.19,7382.19,0.0,0.0,0.0,14764.38,137800.94,144748.88999999998,0.0034999999952560756,1.4551915228366852e-11,0.0072000000000116415,0.0,0.0,0.0072000000000116415,0.0,1,0,40,24,1,1,1,53,0,0,9
INV000334,80,1153.14,15,13837.68,78413.52,12,4704.81,4704.81,0.0,0.0,0.0,9409.62,87823.14,92251.20000000001,1.8189894035458565e-12,1.4551915228366852e-11,0.0023999999993975507,0.0,0.0,0.0023999999993975507,0.0,1,0,48,20,1,1,1,57,0,0,7
INV000335,53,376.01,0,0.0,19928.53,28,0.0,0.0,5579.99,0.0,0.0,5579.99,25508.52,19928.53,0.0,0.0,0.0016000000005078618,0.0,3.637978807091713e-12,0.0,0.0016000000005078618,1,0,45,19,1,1,1,68,0,0,7
INV000336,95,26963.72,0,0.0,2561553.4,12,153693.2,153693.2,0.0,0.0,0.0,307386.4,2868939.8,2561553.4,0.0,0.0,0.007999999972525984,0.0,0.0,0.007999999972525984,0.0,1,0,44,18,1,1,1,48,0,0,3
INV000337,67,20662.95,0,0.0,1384417.65,5,34610.44,34610.44,0.0,0.0,0.0,69220.88,1453638.53,1384417.6500000001,0.0,2.3283064365386963e-10,0.0025000000023283064,0.0,2.3283064365386963e-10,0.0025000000023283064,0.0,1,0,36,20,1,1,1,50,0,0,1
INV000338,48,2678.83,15,19287.58,109296.26,5,2732.41,2732.41,0.0,0.0,0.0,5464.82,114761.08,128583.84,0.004000000004452886,0.0,0.007000000000516593,0.0,1.4551915228366852e-11,0.007000000000516593,0.0,1,0,46,29,1,1,1,65,0,0,5
INV000339,2,43049.26,10,8609.85,77488.67,5,1937.22,1937.22,0.0,1.0,774.89,4649.33,82138.0,86098.52,0.0020000000004074536,0.0,0.00650000000041473,0.0,0.0,0.00650000000041473,0.0,1,0,41,23,1,1,1,63,0,0,11
INV000340,18,118.75,0,0.0,2137.5,18,192.38,192.38,0.0,0.0,0.0,384.76,2522.26,2137.5,0.0,0.0,0.009999999999990905,0.0,0.0,0.009999999999990905,0.0,1,0,33,18,1,1,1,54,0,0,11
INV000341,77,3730.01,0,0.0,287210.77,12,0.0,0.0,34465.29,0.0,0.0,34465.29,321676.06,287210.77,0.0,0.0,0.002400000004854519,0.0,0.0,0.0,0.002400000004854519,1,0,41,23,1,1,2,52,0,0,7
INV000342,11034,1874.32,5,1034062.34,19647184.54,18,1768246.61,1768246.61,0.0,0.0,0.0,3536493.22,23183677.76,20681246.88,0.003999999957159162,0.0,0.0028000003658235073,0.0,3.725290298461914e-09,0.0028000003658235073,0.0,1,0,35,19,1,1,1,72,0,0,10
INV000343,6,1731.31,15,1558.18,8829.68,18,794.67,794.67,0.0,1.0,88.3,1677.64,10507.32,10387.86,0.0009999999997489795,0.0,0.0024000000000796717,2.2737367544323206e-13,0.0,0.0024000000000796717,0.0,1,0,43,20,1,1,1,41,0,0,11
INV000344,81,28272.46,15,343510.39,1946558.87,28,272518.24,272518.24,0.0,0.0,0.0,545036.48,2491595.35,2290069.26,0.0010000000474974513,4.656612873077393e-10,0.003600000054575503,0.0,0.0,0.003600000054575503,0.0,1,0,41,18,1,1,1,48,0,0,2
INV000345,37,1528.94,5,2828.54,53742.24,28,7523.91,7523.91,0.0,0.0,0.0,15047.82,68790.06,56570.78,0.0009999999997489795,0.0,0.0072000000000116415,0.0,0.0,0.0072000000000116415,0.0,1,0,45,19,1,1,1,53,0,0,5
INV000346,64,9971.63,15,95727.65,542456.67,28,75943.93,75943.93,0.0,0.0,0.0,151887.86,694344.53,638184.32,0.0020000000076834112,1.1641532182693481e-10,0.007600000040838495,0.0,0.0,0.007600000040838495,0.0,1,0,41,21,1,1,1,59,0,0,3
INV000347,18,633.0,5,569.7,10824.3,5,270.61,270.61,0.0,0.0,0.0,541.22,11365.52,11394.0,0.0,0.0,0.0049999999999954525,0.0,1.8189894035458565e-12,0.0049999999999954525,0.0,1,0,38,21,1,1,1,64,0,0,2
INV000348,3,7423.01,0,0.0,22269.03,5,556.73,556.73,0.0,0.0,0.0,1113.46,23382.49,22269.03,0.0,0.0,0.008500000000140062,0.0,3.637978807091713e-12,0.008500000000140062,0.0,1,0,38,18,1,1,1,37,0,0,8
INV000349,1,771.73,0,0.0,771.73,5,19.29,19.29,0.0,0.0,0.0,38.58,810.31,771.73,0.0,0.0,0.006500000000002615,0.0,1.1368683772161603e-13,0.006500000000002615,0.0,1,0,49,16,2,3,1,44,0,0,7
INV000350,57,59347.75,0,0.0,3382821.75,12,202969.3,202969.3,0.0,0.0,0.0,405938.6,3788760.35,3382821.75,0.0,0.0,0.010000000009313226,0.0,0.0,0.010000000009313226,0.0,1,0,39,24,1,1,2,58,0,0,8
INV000351,57,1723.14,0,0.0,98218.98,28,0.0,0.0,27501.31,0.0,0.0,27501.31,125720.29,98218.98000000001,0.0,1.4551915228366852e-11,0.004399999997986015,0.0,0.0,0.0,0.004399999997986015,1,0,43,20,1,2,1,65,0,0,5
INV000352,41,1394.91,5,2859.57,54331.74,5,1358.29,1358.29,0.0,0.0,0.0,2716.58,57048.32,57191.310000000005,0.004499999999552529,7.275957614183426e-12,0.007000000000061846,0.0,0.0,0.007000000000061846,0.0,1,0,43,22,1,1,1,58,0,0,4
INV000353,82,59679.98,5,244687.92,4649070.44,28,0.0,0.0,1301739.72,5.0,232453.52,1534193.24,6183263.68,4893758.36,0.0020000000076834112,0.0,0.003200000151991844,0.0,9.313225746154785e-10,0.0,0.003200000151991844,1,0,35,14,1,1,1,58,0,0,2
INV000354,50,2661.27,10,13306.35,119757.15,12,7185.43,7185.43,0.0,0.0,0.0,14370.86,134128.01,133063.5,0.0,0.0,0.002000000002226443,0.0,0.0,0.002000000002226443,0.0,1,0,46,21,1,1,1,65,0,0,10
INV000355,72,4654.06,10,33509.23,301583.09,5,7539.58,7539.58,0.0,0.0,0.0,15079.16,316662.25,335092.32,0.0020000000004074536,0.0,0.005499999997482519,0.0,0.0,0.005499999997482519,0.0,1,0,37,18,1,1,1,47,0,0,9
INV000356,61,40263.15,0,0.0,2456052.15,18,221044.69,221044.69,0.0,0.0,0.0,442089.38,2898141.53,2456052.15,0.0,0.0,0.006999999925028533,0.0,0.0,0.006999999925028533,0.0,1,0,48,20,1,1,1,59,0,0,5
INV000357,78,18314.09,5,71424.95,1357074.07,12,81424.44,81424.44,0.0,0.0,0.0,162848.88,1519922.95,1428499.02,0.0010000000038417056,0.0,0.008399999991524965,0.0,2.3283064365386963e-10,0.008399999991524965,0.0,1,0,48,17,2,1,1,57,0,0,10
INV000358,62,2205.74,15,20513.38,116242.5,12,6974.55,6974.55,0.0,2.0,2324.85,16273.95,132516.45,136755.87999999998,0.001999999996769475,2.9103830456733704e-11,0.0,0.0,0.0,0.0,0.0,1,0,29,18,1,1,1,70,0,0,12
INV000359,72,1844.69,0,0.0,132817.68,12,0.0,0.0,15938.12,0.0,0.0,15938.12,148755.8,132817.68,0.0,0.0,0.0015999999977793777,0.0,0.0,0.0,0.0015999999977793777,1,0,41,26,1,1,1,59,0,0,5
INV000360,84,22749.01,0,0.0,1910916.84,28,267528.36,267528.36,0.0,0.0,0.0,535056.72,2445973.56,1910916.8399999999,0.0,2.3283064365386963e-10,0.004799999995157123,0.0,0.0,0.004799999995157123,0.0,1,0,36,14,1,1,1,50,0,0,7
INV000361,44,1310.38,0,0.0,57656.72,12,3459.4,3459.4,0.0,0.0,0.0,6918.8,64575.52,57656.72,0.0,0.0,0.006400000000212458,0.0,7.275957614183426e-12,0.006400000000212458,0.0,1,0,44,14,1,1,1,54,0,0,4
INV000362,9,21452.35,0,0.0,193071.15,12,0.0,0.0,23168.54,0.0,0.0,23168.54,216239.69,193071.15,0.0,0.0,0.0020000000040454324,0.0,0.0,0.0,0.0020000000040454324,1,0,51,24,1,1,1,48,0,0,2
INV000363,64,1996.54,10,12777.86,115000.7,12,0.0,0.0,13800.08,0.0,0.0,13800.08,128800.78,127778.56,0.003999999998995918,0.0,0.003999999998995918,0.0,0.0,0.0,0.003999999998995918,1,0,37,19,1,1,2,47,0,0,5
INV000364,11,669.95,0,0.0,7369.45,18,663.25,663.25,0.0,0.0,0.0,1326.5,8695.95,7369.450000000001,0.0,9.094947017729282e-13,0.0009999999999763531,0.0,0.0,0.0009999999999763531,0.0,1,0,48,18,1,1,1,68,0,0,6
INV000365,78,6261.12,0,0.0,488367.36,12,29302.04,29302.04,0.0,0.0,0.0,58604.08,546971.44,488367.36,0.0,0.0,0.0031999999991967343,0.0,0.0,0.0031999999991967343,0.0,1,0,40,19,1,1,1,50,0,0,6
INV000366,20,1924.62,5,1924.62,36567.78,12,0.0,0.0,4388.13,0.0,0.0,4388.13,40955.91,38492.399999999994,2.2737367544323206e-13,7.275957614183426e-12,0.0036000000000058208,0.0,7.275957614183426e-12,0.0,0.0036000000000058208,1,0,50,23,1,1,2,53,0,0,5
INV000367,54,44391.79,10,239715.67,2157440.99,5,0.0,0.0,107872.05,0.0,0.0,107872.05,2265313.04,2397156.66,0.003999999986262992,0.0,0.0004999999946448952,0.0,0.0,0.0,0.0004999999946448952,1,0,43,22,1,1,2,55,0,0,8
INV000368,57,26.83,10,152.93,1376.38,18,123.87,123.87,0.0,0.0,0.0,247.74,1624.12,1529.31,0.0009999999999763531,2.2737367544323206e-13,0.008400000000023056,0.0,2.2737367544323206e-13,0.008400000000023056,0.0,1,0,33,23,1,1,1,48,0,0,9
