invoice_no,actual_anomaly,anomaly_type
INV003679,0,Normal
INV003680,0,Normal
INV003681,0,Normal
INV003682,0,Normal
INV003683,0,Normal
INV003684,0,Normal
INV003685,0,Normal
INV003686,0,Normal
INV003687,0,Normal
INV003688,0,Normal
INV003689,0,Normal
INV003690,0,Normal
INV003691,0,Normal
INV003692,0,Normal
INV003693,0,Normal
INV003694,0,Normal
INV003695,0,Normal
INV003696,0,Normal
INV003697,0,Normal
INV003698,0,Normal
INV003699,0,Normal
INV003700,0,Normal
INV003701,0,Normal
INV003702,0,Normal
INV003703,0,Normal
INV003704,0,Normal
INV003705,0,Normal
INV003706,0,Normal
INV003707,0,Normal
INV003708,0,Normal
INV003709,0,Normal
INV003710,0,Normal
INV003711,0,Normal
INV003712,0,Normal
INV003713,0,Normal
INV003714,0,Normal
INV003716,0,Normal
INV003717,0,Normal
INV003718,0,Normal
INV003719,0,Normal
INV003721,0,Normal
INV003722,0,Normal
INV003723,0,Normal
INV003724,0,Normal
INV003726,0,Normal
INV003727,0,Normal
INV003728,0,Normal
INV003729,0,Normal
INV003730,0,Normal
INV003731,0,Normal
INV003732,0,Normal
INV003733,0,Normal
INV003734,0,Normal
INV003735,0,Normal
INV003736,0,Normal
INV003737,0,Normal
INV003738,0,Normal
INV003739,0,Normal
INV003740,0,Normal
INV003741,0,Normal
INV003742,0,Normal
INV003743,0,Normal
INV003744,0,Normal
INV003745,0,Normal
INV003747,0,Normal
INV003748,0,Normal
INV003749,0,Normal
INV003750,0,Normal
INV003751,0,Normal
INV003753,0,Normal
INV003754,0,Normal
INV003755,0,Normal
INV003756,0,Normal
INV003757,0,Normal
INV003758,0,Normal
INV003759,0,Normal
INV003760,0,Normal
INV003761,0,Normal
INV003762,0,Normal
INV003763,0,Normal
INV003764,0,Normal
INV003765,0,Normal
INV003766,0,Normal
INV003767,0,Normal
INV003768,0,Normal
INV003769,0,Normal
INV003770,0,Normal
INV003771,0,Normal
INV003772,0,Normal
INV003773,0,Normal
INV003774,0,Normal
INV003775,0,Normal
INV003776,0,Normal
INV003777,0,Normal
INV003778,0,Normal
INV003779,0,Normal
INV003780,0,Normal
INV003781,0,Normal
INV003782,0,Normal
INV003783,0,Normal
INV003784,0,Normal
INV003785,0,Normal
INV003786,0,Normal
INV003787,0,Normal
INV003788,0,Normal
INV003789,0,Normal
INV003790,0,Normal
INV003791,0,Normal
INV003792,0,Normal
INV003793,0,Normal
INV003794,0,Normal
INV003795,0,Normal
INV003796,0,Normal
INV003797,0,Normal
INV003798,0,Normal
INV003799,0,Normal
INV003800,0,Normal
INV003801,0,Normal
INV003802,0,Normal
INV003803,0,Normal
INV003804,0,Normal
INV003805,0,Normal
INV003806,0,Normal
INV003808,0,Normal
INV003809,0,Normal
INV003810,0,Normal
INV003811,0,Normal
INV003812,0,Normal
INV003813,0,Normal
INV003814,0,Normal
INV003815,0,Normal
INV003816,0,Normal
INV003817,0,Normal
INV003818,0,Normal
INV003819,0,Normal
INV003820,0,Normal
INV003821,0,Normal
INV003822,0,Normal
INV003823,0,Normal
INV003824,0,Normal
INV003825,0,Normal
INV003826,0,Normal
INV003827,0,Normal
INV003828,0,Normal
INV003829,0,Normal
INV003830,0,Normal
INV003831,0,Normal
INV003832,0,Normal
INV003833,0,Normal
INV003834,0,Normal
INV003835,0,Normal
INV003836,0,Normal
INV003837,0,Normal
INV003838,0,Normal
INV003839,0,Normal
INV003840,0,Normal
INV003841,0,Normal
INV003842,0,Normal
INV003844,0,Normal
INV003845,0,Normal
INV003847,0,Normal
INV003848,0,Normal
INV003849,0,Normal
INV003850,0,Normal
INV003851,0,Normal
INV003852,0,Normal
INV003853,0,Normal
INV003854,0,Normal
INV003855,0,Normal
INV003856,0,Normal
INV003857,0,Normal
INV003858,0,Normal
INV003859,0,Normal
INV003860,0,Normal
INV003861,0,Normal
INV003862,0,Normal
INV003863,0,Normal
INV003864,0,Normal
INV003865,0,Normal
INV003866,0,Normal
INV003867,0,Normal
INV003868,0,Normal
INV003869,0,Normal
INV003870,0,Normal
INV003871,0,Normal
INV003872,0,Normal
INV003873,0,Normal
INV003874,0,Normal
INV003875,0,Normal
INV003876,0,Normal
INV003877,0,Normal
INV003878,0,Normal
INV003879,0,Normal
INV003880,0,Normal
INV003881,0,Normal
INV003882,0,Normal
INV003883,0,Normal
INV003884,0,Normal
INV003885,0,Normal
INV003886,0,Normal
INV003887,0,Normal
INV003888,0,Normal
INV003889,0,Normal
INV003890,0,Normal
INV003891,0,Normal
INV003892,0,Normal
INV003893,0,Normal
INV003894,0,Normal
INV003895,0,Normal
INV003896,0,Normal
INV003897,0,Normal
INV003898,0,Normal
INV003899,0,Normal
INV003900,0,Normal
INV003901,0,Normal
INV003902,0,Normal
INV003903,0,Normal
INV003904,0,Normal
INV003905,0,Normal
INV003906,0,Normal
INV003907,0,Normal
INV003908,0,Normal
INV003909,0,Normal
INV003910,0,Normal
INV003911,0,Normal
INV003912,0,Normal
INV003913,0,Normal
INV003914,0,Normal
INV003915,0,Normal
INV003916,0,Normal
INV003917,0,Normal
INV003918,0,Normal
INV003919,0,Normal
INV003920,0,Normal
INV003921,0,Normal
INV003922,0,Normal
INV003923,0,Normal
INV003924,0,Normal
INV003925,0,Normal
INV003926,0,Normal
INV003927,0,Normal
INV003928,0,Normal
INV003929,0,Normal
INV003930,0,Normal
INV003931,0,Normal
INV003932,0,Normal
INV003933,0,Normal
INV003934,0,Normal
INV003935,0,Normal
INV003936,0,Normal
INV003937,0,Normal
INV003938,0,Normal
INV003939,0,Normal
INV003940,0,Normal
INV003941,0,Normal
INV003942,0,Normal
INV003943,0,Normal
INV003944,0,Normal
INV003945,0,Normal
INV003946,0,Normal
INV003947,0,Normal
INV003948,0,Normal
INV003949,0,Normal
INV003950,0,Normal
INV003951,0,Normal
INV003952,0,Normal
INV003953,0,Normal
INV003955,0,Normal
INV003956,0,Normal
INV003957,0,Normal
INV003958,0,Normal
INV003959,0,Normal
INV003960,0,Normal
INV003961,0,Normal
INV003962,0,Normal
INV003963,0,Normal
INV003964,0,Normal
INV003965,0,Normal
INV003966,0,Normal
INV003967,0,Normal
INV003968,0,Normal
INV003969,0,Normal
INV003970,0,Normal
INV003971,0,Normal
INV003973,0,Normal
INV003974,0,Normal
INV003975,0,Normal
INV003976,0,Normal
INV003977,0,Normal
INV003978,0,Normal
INV003979,0,Normal
INV003981,0,Normal
INV003982,0,Normal
INV003983,0,Normal
INV003984,0,Normal
INV003985,0,Normal
INV003986,0,Normal
INV003987,0,Normal
INV003988,0,Normal
INV003989,0,Normal
INV003990,0,Normal
INV003991,0,Normal
INV003992,0,Normal
INV003993,0,Normal
INV003994,0,Normal
INV003996,0,Normal
INV003997,0,Normal
INV003998,0,Normal
INV003999,0,Normal
INV004000,0,Normal
INV004001,0,Normal
INV004002,0,Normal
INV004003,0,Normal
INV004004,0,Normal
INV004005,0,Normal
INV004006,0,Normal
INV004007,0,Normal
INV004008,0,Normal
INV004009,0,Normal
INV004010,0,Normal
INV004011,0,Normal
INV004012,0,Normal
INV004013,0,Normal
INV004014,0,Normal
INV004015,0,Normal
INV004016,0,Normal
INV004017,0,Normal
INV004018,0,Normal
INV004019,0,Normal
INV004020,0,Normal
INV004021,0,Normal
INV004022,0,Normal
INV004023,0,Normal
INV004024,0,Normal
INV004026,0,Normal
INV004027,0,Normal
INV004028,0,Normal
INV004029,0,Normal
INV004030,0,Normal
INV004031,0,Normal
INV004032,0,Normal
INV004033,0,Normal
INV004034,0,Normal
INV004035,0,Normal
INV004036,0,Normal
INV004037,0,Normal
INV004038,0,Normal
INV004039,0,Normal
INV004040,0,Normal
INV004041,0,Normal
INV004042,0,Normal
INV004043,0,Normal
INV004044,0,Normal
INV004045,0,Normal
INV004046,0,Normal
INV004047,0,Normal
INV004048,0,Normal
INV004050,0,Normal
INV004051,0,Normal
INV004052,0,Normal
INV004053,0,Normal
INV004054,0,Normal
INV004055,0,Normal
INV004056,0,Normal
INV004057,0,Normal
INV004058,0,Normal
INV004059,0,Normal
INV004060,0,Normal
INV004061,0,Normal
INV004062,0,Normal
INV004063,0,Normal
INV004064,0,Normal
INV004065,0,Normal
INV004066,0,Normal
INV004067,0,Normal
INV004068,0,Normal
INV004069,0,Normal
INV004070,0,Normal
INV004071,0,Normal
INV004072,0,Normal
INV004074,0,Normal
INV004075,0,Normal
INV004076,0,Normal
INV004077,0,Normal
INV004078,0,Normal
INV004079,0,Normal
INV004080,0,Normal
INV004081,0,Normal
INV004082,0,Normal
INV004083,0,Normal
INV004084,0,Normal
INV004085,0,Normal
INV004086,0,Normal
INV004087,0,Normal
INV004088,0,Normal
INV004089,0,Normal
INV004090,0,Normal
INV004091,0,Normal
INV004092,0,Normal
INV004093,0,Normal
INV004094,0,Normal
INV004095,0,Normal
INV004096,0,Normal
INV004097,0,Normal
INV004098,0,Normal
INV004099,0,Normal
INV004100,0,Normal
INV004101,0,Normal
INV004102,0,Normal
INV004104,0,Normal
INV004105,0,Normal
INV004106,0,Normal
INV004107,0,Normal
INV004108,0,Normal
INV004109,0,Normal
INV004110,0,Normal
INV004111,0,Normal
INV004112,0,Normal
INV004113,0,Normal
INV004114,0,Normal
INV004115,0,Normal
INV004116,0,Normal
INV004118,0,Normal
INV004119,0,Normal
INV004120,0,Normal
INV004121,0,Normal
INV004122,0,Normal
INV004123,0,Normal
INV004124,0,Normal
INV004125,0,Normal
INV004126,0,Normal
INV004127,0,Normal
INV004128,0,Normal
INV004129,0,Normal
INV004130,0,Normal
INV004131,0,Normal
INV004132,0,Normal
INV004134,0,Normal
INV004135,0,Normal
INV004136,0,Normal
INV004137,0,Normal
INV004138,0,Normal
INV004139,0,Normal
INV004140,0,Normal
INV004141,0,Normal
INV004142,0,Normal
INV004143,0,Normal
INV004144,0,Normal
INV004146,0,Normal
INV004147,0,Normal
INV004148,0,Normal
INV004149,0,Normal
INV004150,0,Normal
INV004151,0,Normal
INV004152,0,Normal
INV004153,0,Normal
INV004154,0,Normal
INV004155,0,Normal
INV004156,0,Normal
INV004157,0,Normal
INV004158,0,Normal
INV004159,0,Normal
INV004160,0,Normal
INV004161,0,Normal
INV004162,0,Normal
INV004163,0,Normal
INV004164,0,Normal
INV004165,0,Normal
INV004166,0,Normal
INV004167,0,Normal
INV004168,0,Normal
INV004169,0,Normal
INV004170,0,Normal
INV004171,0,Normal
INV004172,0,Normal
INV004173,0,Normal
INV004174,0,Normal
INV004175,0,Normal
INV004176,0,Normal
INV004177,0,Normal
INV004178,0,Normal
INV004179,0,Normal
INV004181,0,Normal
INV004182,0,Normal
INV004183,0,Normal
INV004184,0,Normal
INV004185,0,Normal
INV004186,0,Normal
INV004187,0,Normal
INV004188,0,Normal
INV004189,0,Normal
INV004190,0,Normal
INV004191,0,Normal
INV004192,0,Normal
INV004193,0,Normal
INV004194,0,Normal
INV004195,0,Normal
INV004196,0,Normal
INV004197,0,Normal
INV004200,0,Normal
INV004201,0,Normal
INV004202,0,Normal
INV004203,0,Normal
INV004204,0,Normal
INV004205,0,Normal
INV004206,0,Normal
INV004207,0,Normal
INV004208,0,Normal
INV004209,0,Normal
INV004210,0,Normal
INV004211,0,Normal
INV004212,0,Normal
INV004213,0,Normal
INV004214,0,Normal
INV004215,0,Normal
INV004216,0,Normal
INV004217,0,Normal
INV004218,0,Normal
INV004219,0,Normal
INV004220,0,Normal
INV004221,0,Normal
INV004222,0,Normal
INV004223,0,Normal
INV004224,0,Normal
INV004225,0,Normal
INV004226,0,Normal
INV004227,0,Normal
INV004228,0,Normal
INV004229,0,Normal
INV004230,0,Normal
INV004231,0,Normal
INV004232,0,Normal
INV004233,0,Normal
INV004234,0,Normal
INV004235,0,Normal
INV004236,0,Normal
INV004237,0,Normal
INV004238,0,Normal
INV004239,0,Normal
INV004240,0,Normal
INV004241,0,Normal
INV004242,0,Normal
INV004243,0,Normal
INV004244,0,Normal
INV004245,0,Normal
INV004246,0,Normal
INV004247,0,Normal
INV004248,0,Normal
INV004249,0,Normal
INV004250,0,Normal
INV004251,0,Normal
INV004252,0,Normal
INV004253,0,Normal
INV004254,0,Normal
INV004255,0,Normal
INV004256,0,Normal
INV004257,0,Normal
INV004258,0,Normal
INV004259,0,Normal
INV004260,0,Normal
INV004261,0,Normal
INV004262,0,Normal
INV004263,0,Normal
INV004264,0,Normal
INV004266,0,Normal
INV004267,0,Normal
INV004269,0,Normal
INV004270,0,Normal
INV004271,0,Normal
INV004272,0,Normal
INV004273,0,Normal
INV004274,0,Normal
INV004275,0,Normal
INV004276,0,Normal
INV004277,0,Normal
INV004278,0,Normal
INV004279,0,Normal
INV004280,0,Normal
INV004281,0,Normal
INV004282,0,Normal
INV004283,0,Normal
INV004284,0,Normal
INV004285,0,Normal
INV004286,0,Normal
INV004287,0,Normal
INV004288,0,Normal
INV004289,0,Normal
INV004290,0,Normal
INV004291,0,Normal
INV004292,0,Normal
INV004293,0,Normal
INV004294,0,Normal
INV004295,0,Normal
INV004296,0,Normal
INV004297,0,Normal
INV004298,0,Normal
INV004299,0,Normal
INV004300,0,Normal
INV004301,0,Normal
INV004302,0,Normal
INV004303,0,Normal
INV004305,0,Normal
INV004306,0,Normal
INV004307,0,Normal
INV004308,0,Normal
INV004309,0,Normal
INV004310,0,Normal
INV004311,0,Normal
INV004312,0,Normal
INV004313,0,Normal
INV004314,0,Normal
INV004315,0,Normal
INV004316,0,Normal
INV004317,0,Normal
INV004318,0,Normal
INV004319,0,Normal
INV004320,0,Normal
INV004321,0,Normal
INV004322,0,Normal
INV004323,0,Normal
INV004324,0,Normal
INV004325,0,Normal
INV004326,0,Normal
INV004327,0,Normal
INV004328,0,Normal
INV004329,0,Normal
INV004330,0,Normal
INV004331,0,Normal
INV004332,0,Normal
INV004333,0,Normal
INV004334,0,Normal
INV004335,0,Normal
INV004336,0,Normal
INV004337,0,Normal
INV004338,0,Normal
INV004339,0,Normal
INV004340,0,Normal
INV004341,0,Normal
INV004342,0,Normal
INV004343,0,Normal
INV004344,0,Normal
INV004345,0,Normal
INV004346,0,Normal
INV004347,0,Normal
INV004348,0,Normal
INV004349,0,Normal
INV004350,0,Normal
INV004351,0,Normal
INV004353,0,Normal
INV004354,0,Normal
INV004355,0,Normal
INV004356,0,Normal
INV004357,0,Normal
INV004358,0,Normal
INV004359,0,Normal
INV004360,0,Normal
INV004361,0,Normal
INV004362,0,Normal
INV004363,0,Normal
INV004364,0,Normal
INV004365,0,Normal
INV004366,0,Normal
INV004367,0,Normal
INV004368,0,Normal
INV004369,0,Normal
INV004370,0,Normal
INV004371,0,Normal
INV004372,0,Normal
INV004373,0,Normal
INV004374,0,Normal
INV004375,0,Normal
INV004376,0,Normal
INV004377,0,Normal
INV004378,0,Normal
INV004379,0,Normal
INV004380,0,Normal
INV004381,0,Normal
INV004382,0,Normal
INV004384,0,Normal
INV004385,0,Normal
INV004386,0,Normal
INV004388,0,Normal
INV004389,0,Normal
INV004390,0,Normal
INV004391,0,Normal
INV004392,0,Normal
INV004393,0,Normal
INV004394,0,Normal
INV004395,0,Normal
INV004396,0,Normal
INV004397,0,Normal
INV004398,0,Normal
INV004399,0,Normal
INV004400,0,Normal
INV004401,0,Normal
INV004402,0,Normal
INV004403,0,Normal
INV004404,0,Normal
INV004405,0,Normal
INV004406,0,Normal
INV004407,0,Normal
INV004408,0,Normal
INV004409,0,Normal
INV004410,0,Normal
INV004411,0,Normal
INV004412,0,Normal
INV004413,0,Normal
INV004414,0,Normal
INV004415,0,Normal
INV004416,0,Normal
INV004417,0,Normal
INV004418,0,Normal
INV004419,0,Normal
INV004420,0,Normal
INV004421,0,Normal
INV004422,0,Normal
INV004424,0,Normal
INV004425,0,Normal
INV004426,0,Normal
INV004427,0,Normal
INV004428,0,Normal
INV004429,0,Normal
INV004430,0,Normal
INV004431,0,Normal
INV004433,0,Normal
INV004434,0,Normal
INV004435,0,Normal
INV004436,0,Normal
INV004437,0,Normal
INV004438,0,Normal
INV004439,0,Normal
INV004440,0,Normal
INV004442,0,Normal
INV004443,0,Normal
INV004444,0,Normal
INV004445,0,Normal
INV004446,0,Normal
INV004447,0,Normal
INV004449,0,Normal
INV004450,0,Normal
INV004452,0,Normal
INV004453,0,Normal
INV004454,0,Normal
INV004455,0,Normal
INV004456,0,Normal
INV004457,0,Normal
INV004458,0,Normal
INV004459,0,Normal
INV004460,0,Normal
INV004461,0,Normal
INV004462,0,Normal
INV004463,0,Normal
INV004464,0,Normal
INV004465,0,Normal
INV004466,0,Normal
INV004467,0,Normal
INV004468,0,Normal
INV004469,0,Normal
INV004470,0,Normal
INV004471,0,Normal
INV004472,0,Normal
INV004473,0,Normal
INV004474,0,Normal
INV004475,0,Normal
INV004476,0,Normal
INV004477,0,Normal
INV004478,0,Normal
INV004480,0,Normal
INV004481,0,Normal
INV004482,0,Normal
INV004483,0,Normal
INV004484,0,Normal
INV004485,0,Normal
INV004486,0,Normal
INV004487,0,Normal
INV004488,0,Normal
INV004489,0,Normal
INV004491,0,Normal
INV004492,0,Normal
INV004493,0,Normal
INV004494,0,Normal
INV004495,0,Normal
INV004496,0,Normal
INV004497,0,Normal
INV004498,0,Normal
INV004499,0,Normal
INV004500,0,Normal
INV004501,0,Normal
INV004502,0,Normal
INV004503,0,Normal
INV004504,0,Normal
INV004505,0,Normal
INV004506,0,Normal
INV004507,0,Normal
INV004508,0,Normal
INV004509,0,Normal
INV004510,0,Normal
INV004511,0,Normal
INV004512,0,Normal
INV004513,0,Normal
INV004514,0,Normal
INV004515,0,Normal
INV004516,0,Normal
INV004517,0,Normal
INV004518,0,Normal
INV004519,0,Normal
INV004520,0,Normal
INV004521,0,Normal
INV004523,0,Normal
INV004524,0,Normal
INV004525,0,Normal
INV004526,0,Normal
INV004527,0,Normal
INV004529,0,Normal
INV004530,0,Normal
INV004531,0,Normal
INV004532,0,Normal
INV004533,0,Normal
INV004534,0,Normal
INV004535,0,Normal
INV004536,0,Normal
INV004537,0,Normal
INV004538,0,Normal
INV004539,0,Normal
INV004540,0,Normal
INV004542,0,Normal
INV004543,0,Normal
INV004544,0,Normal
INV004545,0,Normal
INV004546,0,Normal
INV004547,0,Normal
INV004548,0,Normal
INV004549,0,Normal
INV004550,0,Normal
INV004551,0,Normal
INV004552,0,Normal
INV004553,0,Normal
INV004554,0,Normal
INV004555,0,Normal
INV004556,0,Normal
INV004557,0,Normal
INV004558,0,Normal
INV004559,0,Normal
INV004560,0,Normal
INV004561,0,Normal
INV004562,0,Normal
INV004563,0,Normal
INV004564,0,Normal
INV004565,0,Normal
INV004566,0,Normal
INV004567,0,Normal
INV004568,0,Normal
INV004569,0,Normal
INV004570,0,Normal
INV004571,0,Normal
INV004572,0,Normal
INV004573,0,Normal
INV004574,0,Normal
INV004575,0,Normal
INV004576,0,Normal
INV004577,0,Normal
INV004578,0,Normal
INV004579,0,Normal
INV004580,0,Normal
INV004581,0,Normal
INV004582,0,Normal
INV004583,0,Normal
INV004584,0,Normal
INV004585,0,Normal
INV004586,0,Normal
INV004587,0,Normal
INV004588,0,Normal
INV004589,0,Normal
INV004590,0,Normal
INV004591,0,Normal
INV004592,0,Normal
INV004593,0,Normal
INV004594,0,Normal
INV004595,0,Normal
INV004596,0,Normal
INV004597,0,Normal
INV004598,0,Normal
INV004599,0,Normal
INV004600,0,Normal
INV004601,0,Normal
INV004602,0,Normal
INV004603,0,Normal
INV004604,0,Normal
INV004605,0,Normal
INV004606,0,Normal
INV004607,0,Normal
INV004608,0,Normal
INV004609,0,Normal
INV004610,0,Normal
INV004611,0,Normal
INV004612,0,Normal
INV004613,0,Normal
INV004614,0,Normal
INV004615,0,Normal
INV004616,0,Normal
INV004617,0,Normal
INV004618,0,Normal
INV004619,0,Normal
INV004620,0,Normal
INV004621,0,Normal
INV004622,0,Normal
INV004623,0,Normal
INV004624,0,Normal
INV004625,0,Normal
INV004626,0,Normal
INV004627,0,Normal
INV004628,0,Normal
INV004629,0,Normal
INV004630,0,Normal
INV004631,0,Normal
INV004632,0,Normal
INV004633,0,Normal
INV004634,0,Normal
INV004635,0,Normal
INV004636,0,Normal
INV004637,0,Normal
INV004638,0,Normal
INV004639,0,Normal
INV004640,0,Normal
INV004641,0,Normal
INV004642,0,Normal
INV004643,0,Normal
INV004644,0,Normal
INV004645,0,Normal
INV004646,0,Normal
INV004647,0,Normal
INV004648,0,Normal
INV004649,0,Normal
INV004650,0,Normal
INV004651,0,Normal
INV004652,0,Normal
INV004653,0,Normal
INV004654,0,Normal
INV004655,0,Normal
INV004657,0,Normal
INV004658,0,Normal
INV004659,0,Normal
INV004660,0,Normal
INV004661,0,Normal
INV004662,0,Normal
INV004663,0,Normal
INV004664,0,Normal
INV004665,0,Normal
INV004666,0,Normal
INV004667,0,Normal
INV004668,0,Normal
INV004669,0,Normal
INV004670,0,Normal
INV004671,0,Normal
INV004673,0,Normal
INV004674,0,Normal
INV004675,0,Normal
INV004676,0,Normal
INV004677,0,Normal
INV004678,0,Normal
INV004679,0,Normal
INV004680,0,Normal
INV004681,0,Normal
INV004683,0,Normal
INV004684,0,Normal
INV004685,0,Normal
INV004686,0,Normal
INV004687,0,Normal
INV004688,0,Normal
INV004689,0,Normal
INV004690,0,Normal
INV004691,0,Normal
INV004692,0,Normal
INV004693,0,Normal
INV004694,0,Normal
INV004695,0,Normal
INV004696,0,Normal
INV004697,0,Normal
INV004698,0,Normal
INV004699,0,Normal
INV004700,0,Normal
INV004701,0,Normal
INV004702,0,Normal
INV004703,0,Normal
INV004704,0,Normal
INV004705,0,Normal
INV004706,0,Normal
INV004707,0,Normal
INV004708,0,Normal
INV004709,0,Normal
INV004710,0,Normal
INV004711,0,Normal
INV004712,0,Normal
INV004713,0,Normal
INV004714,0,Normal
INV004715,0,Normal
INV004716,0,Normal
INV004717,0,Normal
INV004718,0,Normal
INV004719,0,Normal
INV004720,0,Normal
INV004721,0,Normal
INV004722,0,Normal
INV004723,0,Normal
INV004724,0,Normal
INV004725,0,Normal
INV004726,0,Normal
INV004727,0,Normal
INV004728,0,Normal
INV004729,0,Normal
INV004730,0,Normal
INV004731,0,Normal
INV004732,0,Normal
INV004733,0,Normal
INV004734,0,Normal
INV004735,0,Normal
INV004736,0,Normal
INV004738,0,Normal
INV004739,0,Normal
INV004740,0,Normal
INV004741,0,Normal
INV004742,0,Normal
INV004743,0,Normal
INV004744,0,Normal
INV004745,0,Normal
INV004746,0,Normal
INV004747,0,Normal
INV004748,0,Normal
INV004749,0,Normal
INV004751,0,Normal
INV004752,0,Normal
INV004753,0,Normal
INV004754,0,Normal
INV004756,0,Normal
INV004757,0,Normal
INV004758,0,Normal
INV004759,0,Normal
INV004760,0,Normal
INV004761,0,Normal
INV004762,0,Normal
INV004763,0,Normal
INV004764,0,Normal
INV004765,0,Normal
INV004766,0,Normal
INV004767,0,Normal
INV004768,0,Normal
INV004769,0,Normal
INV004770,0,Normal
INV004771,0,Normal
INV004772,0,Normal
INV004773,0,Normal
INV004774,0,Normal
INV004775,0,Normal
INV004776,0,Normal
INV004777,0,Normal
INV004778,0,Normal
INV004779,0,Normal
INV004780,0,Normal
INV004782,0,Normal
INV004783,0,Normal
INV004784,0,Normal
INV004785,0,Normal
INV004786,0,Normal
INV004787,0,Normal
INV004788,0,Normal
INV004790,0,Normal
INV004791,0,Normal
INV004792,0,Normal
INV004793,0,Normal
INV004794,0,Normal
INV004795,0,Normal
INV004796,0,Normal
INV004797,0,Normal
INV004798,0,Normal
INV004799,0,Normal
INV004800,0,Normal
INV004801,0,Normal
INV004802,0,Normal
INV004803,0,Normal
INV004804,0,Normal
INV004805,0,Normal
INV004807,0,Normal
INV004808,0,Normal
INV004809,0,Normal
INV004810,0,Normal
INV004811,0,Normal
INV004812,0,Normal
INV004814,0,Normal
INV004815,0,Normal
INV004816,0,Normal
INV004817,0,Normal
INV004818,0,Normal
INV004819,0,Normal
INV004820,0,Normal
INV004821,0,Normal
INV004822,0,Normal
INV004823,0,Normal
INV004824,0,Normal
INV004825,0,Normal
INV004826,0,Normal
INV004827,0,Normal
INV004828,0,Normal
INV004829,0,Normal
INV004830,0,Normal
INV004831,0,Normal
INV004832,0,Normal
INV004833,0,Normal
INV004834,0,Normal
INV004835,0,Normal
INV004836,0,Normal
INV004837,0,Normal
INV004838,0,Normal
INV004839,0,Normal
INV004840,0,Normal
INV004841,0,Normal
INV004844,0,Normal
INV004845,0,Normal
INV004846,0,Normal
INV004847,0,Normal
INV004848,0,Normal
INV004849,0,Normal
INV004850,0,Normal
INV004851,0,Normal
INV004852,0,Normal
INV004853,0,Normal
INV004854,0,Normal
INV004855,0,Normal
INV004856,0,Normal
INV004857,0,Normal
INV004858,0,Normal
INV004859,0,Normal
INV004860,0,Normal
INV004861,0,Normal
INV004862,0,Normal
INV004863,0,Normal
INV004864,0,Normal
INV004865,0,Normal
INV004866,0,Normal
INV004867,0,Normal
INV004868,0,Normal
INV004869,0,Normal
INV004870,0,Normal
INV004871,0,Normal
INV004872,0,Normal
INV004873,0,Normal
INV004874,0,Normal
INV004875,0,Normal
INV004878,0,Normal
INV004879,0,Normal
INV004880,0,Normal
INV004881,0,Normal
INV004882,0,Normal
INV004883,0,Normal
INV004884,0,Normal
INV004885,0,Normal
INV004886,0,Normal
INV004887,0,Normal
INV004888,0,Normal
INV004889,0,Normal
INV004890,0,Normal
INV004891,0,Normal
INV004892,0,Normal
INV004893,0,Normal
INV004894,0,Normal
INV004895,0,Normal
INV004896,0,Normal
INV004897,0,Normal
INV004898,0,Normal
INV004899,0,Normal
INV004900,0,Normal
INV004901,0,Normal
INV004902,0,Normal
INV004903,0,Normal
INV004904,0,Normal
INV004905,0,Normal
INV004906,0,Normal
INV004909,0,Normal
INV004910,0,Normal
INV004911,0,Normal
INV004912,0,Normal
INV004913,0,Normal
INV004914,0,Normal
INV004915,0,Normal
INV004916,0,Normal
INV004917,0,Normal
INV004918,0,Normal
INV004919,0,Normal
INV004920,0,Normal
INV004921,0,Normal
INV004922,0,Normal
INV004923,0,Normal
INV004924,0,Normal
INV004925,0,Normal
INV004926,0,Normal
INV004927,0,Normal
INV004928,0,Normal
INV004929,0,Normal
INV004930,0,Normal
INV004931,0,Normal
INV004932,0,Normal
INV004933,0,Normal
INV004934,0,Normal
INV004935,0,Normal
INV004936,0,Normal
INV004937,0,Normal
INV004938,0,Normal
INV004939,0,Normal
INV004940,0,Normal
INV004941,0,Normal
INV004942,0,Normal
INV004943,0,Normal
INV004944,0,Normal
INV004945,0,Normal
INV004946,0,Normal
INV004947,0,Normal
INV004948,0,Normal
INV004949,0,Normal
INV004950,0,Normal
INV004951,0,Normal
INV004952,0,Normal
INV004953,0,Normal
INV004954,0,Normal
INV004955,0,Normal
INV004956,0,Normal
INV004957,0,Normal
INV004959,0,Normal
INV004960,0,Normal
INV004961,0,Normal
INV004962,0,Normal
INV004963,0,Normal
INV004964,0,Normal
INV004965,0,Normal
INV004966,0,Normal
INV004967,0,Normal
INV004968,0,Normal
INV004969,0,Normal
INV004970,0,Normal
INV004971,0,Normal
INV004972,0,Normal
INV004973,0,Normal
INV004974,0,Normal
INV004975,0,Normal
INV004976,0,Normal
INV004977,0,Normal
INV004978,0,Normal
INV004979,0,Normal
INV004980,0,Normal
INV004981,0,Normal
INV004982,0,Normal
INV004983,0,Normal
INV004984,0,Normal
INV004985,0,Normal
INV004986,0,Normal
INV004987,0,Normal
INV004988,0,Normal
INV004990,0,Normal
INV004991,0,Normal
INV004992,0,Normal
INV004993,0,Normal
INV004994,0,Normal
INV004995,0,Normal
INV004996,0,Normal
INV004997,0,Normal
INV004998,0,Normal
INV004999,0,Normal
INV005001,0,Normal
INV005002,0,Normal
INV005003,0,Normal
INV005004,0,Normal
INV005005,0,Normal
