invoice_no,isolation_prediction,isolation_anomaly,isolation_score
INV005757,1,0,0.4655549197488088
INV005758,1,0,0.3570923440314974
INV005759,1,0,0.454154955098615
INV005760,1,0,0.41442987443175755
INV005761,1,0,0.4158222594359093
INV005762,1,0,0.33632258764885076
INV005763,1,0,0.34560839202902477
INV005764,1,0,0.35630804788316983
INV005765,1,0,0.3443788788397465
INV005766,1,0,0.40823989527093724
INV005767,1,0,0.34712391523120084
INV005768,1,0,0.3935718221903961
INV005769,1,0,0.3676393524909664
INV005770,1,0,0.3567024854025263
INV005771,1,0,0.3712183808264558
INV005772,1,0,0.3910878465389394
INV005773,1,0,0.42101963216126115
INV005774,1,0,0.3561642836332181
INV005775,1,0,0.3508258689427243
INV005776,1,0,0.3520055046252961
INV005777,1,0,0.38900894483034376
INV005778,1,0,0.3764548426215484
INV005779,1,0,0.35577867770601374
INV005780,1,0,0.3646384744970688
INV005781,1,0,0.36634798521441997
INV005782,1,0,0.3608143014926556
INV005783,1,0,0.3581743759699482
INV005784,1,0,0.3624720862695069
INV005785,1,0,0.35369325822823267
INV005786,1,0,0.3405526576815617
INV005787,1,0,0.36769553234637914
INV005788,1,0,0.3631377171777917
INV005789,1,0,0.3741523722605497
INV005790,-1,1,0.5011178491539616
INV005791,1,0,0.3570139739087367
INV005792,1,0,0.43631157922884056
INV005793,1,0,0.3802422923332617
INV005794,1,0,0.3562668273521296
INV005795,1,0,0.36095834928119463
INV005796,1,0,0.39233836332842476
INV005797,1,0,0.4088339784604969
INV005798,1,0,0.3375861635646677
INV005799,1,0,0.3410336204260713
INV005800,1,0,0.34628042230799766
INV005801,1,0,0.3720908920915253
INV005802,1,0,0.36101557545457963
INV005803,1,0,0.3621238417186629
INV005804,1,0,0.39556176634968676
INV005805,1,0,0.37001118594070487
INV005806,1,0,0.36246172370319724
INV005807,1,0,0.348096277585728
INV005808,1,0,0.3537488666741194
INV005809,1,0,0.39526180760069723
INV005810,1,0,0.3815117490030615
INV005811,1,0,0.4560905117047156
INV005812,1,0,0.3465151146915288
INV005813,1,0,0.36684963934601217
INV005814,-1,1,0.5303970192288456
INV005815,1,0,0.3383090466575276
INV005816,1,0,0.36233684670834104
INV005817,-1,1,0.5272582036135883
INV005818,1,0,0.3968518735872895
INV005819,1,0,0.36201926416670543
INV005820,1,0,0.3735246414428358
INV005821,1,0,0.3987890614434081
INV005822,1,0,0.3432312160872078
INV005823,1,0,0.36035340905090146
INV005824,1,0,0.3490611067763892
INV005825,1,0,0.3790034132772026
INV005826,1,0,0.4819727673492508
INV005827,1,0,0.4195326197817292
INV005828,1,0,0.36832059064362166
INV005829,1,0,0.34779467763811744
INV005830,1,0,0.45741658839465604
INV005831,1,0,0.36600186970016335
INV005832,1,0,0.39690884641544
INV005833,1,0,0.35747058637820767
INV005834,1,0,0.48865966198047817
INV005835,1,0,0.4790483544775627
INV005836,1,0,0.37913588619425553
INV005837,1,0,0.36634487243231817
INV005838,1,0,0.35595917981415487
INV005839,1,0,0.3636629687958208
INV005840,1,0,0.3571722903724011
INV005841,1,0,0.3670685444525718
INV005842,1,0,0.4405823700666245
INV005843,-1,1,0.5529073675983314
INV005844,1,0,0.35076260862336817
INV005845,1,0,0.3679934328866008
INV005846,1,0,0.3501229978637493
INV005847,-1,1,0.4936061127041484
INV005848,1,0,0.34729757010227286
INV005849,1,0,0.36985683536987357
INV005850,1,0,0.38938556747703473
INV005851,1,0,0.3505839288811727
INV005852,1,0,0.36667216287075094
INV005853,1,0,0.3515153366090405
INV005854,1,0,0.3428105523424962
INV005855,1,0,0.42060662357932355
INV005856,1,0,0.4803599073483467
INV005857,1,0,0.3549480835227515
INV005858,1,0,0.3579332528455959
INV005859,1,0,0.35979601163688546
INV005860,1,0,0.3829151943615573
INV005861,1,0,0.37110714282609397
INV005862,1,0,0.3435344332595261
INV005863,1,0,0.35546026062373914
INV005864,1,0,0.37801689380057374
INV005865,1,0,0.3755963302450016
INV005866,1,0,0.3475942586715323
INV005867,-1,1,0.5195392912117524
INV005868,1,0,0.4090402452847873
INV005869,1,0,0.36755845589887914
INV005870,1,0,0.4387272395833193
INV005871,1,0,0.4762817778603853
INV005872,1,0,0.3412703997780217
INV005873,1,0,0.35514028910054596
INV005874,1,0,0.3411798437238737
INV005875,1,0,0.3725059424901382
INV005876,1,0,0.38495588610158693
INV005877,1,0,0.4799305320493713
INV005878,1,0,0.44047710954393154
INV005879,1,0,0.4163283148899821
INV005880,1,0,0.34293493278028575
INV005881,1,0,0.3564074702283328
INV005882,1,0,0.3678887409241655
INV005883,1,0,0.34972135108826574
INV005884,1,0,0.3423981677920833
INV005885,1,0,0.37132208809412615
INV005886,1,0,0.35665047587855286
INV005887,1,0,0.3470613774996936
INV005888,1,0,0.3478618221272121
INV005889,1,0,0.37576242690493084
INV005890,1,0,0.3636101694157984
INV005891,1,0,0.39854377293935456
INV005892,1,0,0.3727964989483076
INV005893,1,0,0.35135913640668376
INV005894,1,0,0.3693285292400858
INV005895,1,0,0.39251907063242736
INV005896,1,0,0.40070407919263246
INV005897,1,0,0.34660231103575617
INV005898,1,0,0.397724593797659
INV005899,1,0,0.3811905990796265
INV005900,1,0,0.3632247639340061
INV005901,1,0,0.350289378656639
INV005902,1,0,0.36285995624617656
INV005903,1,0,0.3719801955882112
INV005904,1,0,0.36616188221608015
INV005905,1,0,0.3536644748765791
INV005906,1,0,0.3503319192349166
INV005907,1,0,0.3662020646888119
INV005908,1,0,0.3644492326682591
INV005909,1,0,0.41465560822237124
INV005910,-1,1,0.6550512812429071
INV005911,1,0,0.334505187486689
INV005912,1,0,0.35022934899236846
INV005913,1,0,0.3370740735901264
INV005914,1,0,0.3431393840485091
INV005915,1,0,0.40417416088029817
INV005916,1,0,0.3749129719501217
INV005917,1,0,0.3868700736595817
INV005918,1,0,0.3696202868727736
INV005919,1,0,0.38509153112737826
INV005920,1,0,0.3912656078457777
INV005921,1,0,0.35495294217393714
INV005922,1,0,0.37787600096274476
INV005923,1,0,0.3411517193292615
INV005924,1,0,0.34865304627497296
INV005925,1,0,0.3578789843562364
INV005926,1,0,0.38148272635899666
INV005927,1,0,0.39573736807667803
INV005928,1,0,0.40502165401383167
INV005929,1,0,0.43221672134075706
INV005930,1,0,0.4108138404735182
INV005931,1,0,0.3738074229464128
INV005932,1,0,0.427382473422766
INV005933,1,0,0.3877428889796046
INV005934,1,0,0.3583220045901534
INV005935,1,0,0.4278639245816645
INV005936,1,0,0.3402235059212716
INV005937,1,0,0.36776686370949574
INV005938,1,0,0.4736945765431515
INV005939,1,0,0.43960805906905936
INV005940,1,0,0.34958949790026195
INV005941,1,0,0.331690321354551
INV005942,1,0,0.4145077020736008
INV005943,1,0,0.3750704301161648
INV005944,1,0,0.36818228416649595
INV005945,1,0,0.3761694243623881
INV005946,1,0,0.3625050791519231
INV005947,1,0,0.4315613169751055
INV005948,1,0,0.38120200306659857
INV005949,1,0,0.3732946462331617
INV005950,1,0,0.3884871614181604
INV005951,1,0,0.33985151177980094
INV005952,1,0,0.374797075728208
INV005953,1,0,0.3507073410266213
INV005954,-1,1,0.6624529753315171
INV005955,1,0,0.3920178815343524
INV005956,1,0,0.42199165930769883
INV005957,1,0,0.38146337134816877
INV005958,1,0,0.3960639880510826
INV005959,1,0,0.3589200055888194
INV005960,1,0,0.419484818403373
INV005961,1,0,0.37742616792332667
INV005962,1,0,0.3621893207204481
INV005963,-1,1,0.5756836018003643
INV005964,1,0,0.3674868079239296
INV005965,1,0,0.3659258270753739
INV005966,1,0,0.39802099931067275
INV005967,1,0,0.360873565448747
INV005968,1,0,0.3548693955043724
INV005969,1,0,0.3933334789444315
INV005970,1,0,0.36948564286839103
INV005971,1,0,0.42302959218963315
INV005972,1,0,0.3800490199184928
INV005973,1,0,0.37672420245213156
INV005974,1,0,0.3406055100605462
INV005975,1,0,0.4712248075985368
INV005976,1,0,0.3413756945627437
INV005977,1,0,0.3398237071037466
INV005978,1,0,0.38835900328401385
INV005979,1,0,0.4414222915107888
INV005980,1,0,0.4567199801839762
INV005981,1,0,0.3458328408347077
INV005982,1,0,0.4105128132716767
INV005983,1,0,0.3747450069867144
INV005984,1,0,0.4224340651653555
INV005985,1,0,0.3416664489976233
INV005986,1,0,0.38788243156229707
INV005987,1,0,0.36418738403472045
INV005988,1,0,0.359923910716282
INV005989,1,0,0.3712480822450846
INV005990,1,0,0.4431055465191941
INV005991,1,0,0.3605482543984579
INV005992,-1,1,0.5054999903509588
INV005993,1,0,0.39657745738016537
INV005994,-1,1,0.5297423627859441
INV005995,1,0,0.3593623426552524
INV005996,1,0,0.3481890686218704
INV005997,1,0,0.3687860133487198
INV005998,1,0,0.3823788937059965
INV005999,1,0,0.3405781079282611
INV006000,1,0,0.379732170057591
INV006001,1,0,0.40927421084654747
INV006002,1,0,0.36063204510375096
INV006003,1,0,0.36848579123789194
INV006004,1,0,0.34788058975201935
INV006005,1,0,0.3372785581965611
INV006006,1,0,0.35851649450411466
INV006007,1,0,0.3722140394197247
INV006008,1,0,0.3502652080832597
INV006009,1,0,0.34027315511807865
INV006010,1,0,0.46129472068223953
INV006011,-1,1,0.504224152952747
INV006012,1,0,0.371039855963207
INV006013,1,0,0.42094089256788997
INV006014,1,0,0.3787610020110523
INV006015,-1,1,0.5748013926156319
INV006016,1,0,0.41381801653441136
INV006017,1,0,0.40141664564748025
INV006018,1,0,0.3751337318742126
INV006019,1,0,0.35185495886590695
INV006020,1,0,0.3657790768290056
INV006021,1,0,0.36629726822253544
INV006022,1,0,0.36527831099723224
INV006023,1,0,0.4499174577837799
INV006024,1,0,0.36161130727548874
INV006025,1,0,0.3523868951622323
INV006026,1,0,0.3322849984819183
INV006027,1,0,0.34902276133172416
INV006028,1,0,0.3771807102811232
INV006029,1,0,0.37286409045695995
INV006030,1,0,0.3685474894930506
INV006031,1,0,0.35579359906070657
INV006032,1,0,0.37338500660460694
INV006033,1,0,0.3591400953587781
INV006034,1,0,0.41925450284164056
INV006035,1,0,0.39383139353648206
INV006036,1,0,0.4318829885939919
INV006037,1,0,0.35369447639650947
INV006038,1,0,0.36327628181162
INV006039,1,0,0.3560457618644425
INV006040,1,0,0.3553954154339883
INV006041,1,0,0.3578681588971179
INV006042,1,0,0.33773509811750074
INV006043,1,0,0.3451053068146027
INV006044,1,0,0.4083541351088101
INV006045,1,0,0.42159050940746096
INV006046,1,0,0.3921112583707568
INV006047,1,0,0.34996313141907404
INV006048,1,0,0.3487219141000606
INV006049,1,0,0.3406688395312903
INV006050,1,0,0.38211271775200845
INV006051,1,0,0.39116374716233804
INV006052,1,0,0.35942100303781566
INV006053,1,0,0.3401330427981947
INV006054,1,0,0.3603202898922451
INV006055,1,0,0.3706891529360174
INV006056,1,0,0.3665140231373577
INV006057,-1,1,0.5254200950675246
INV006058,1,0,0.3426910024020157
INV006059,1,0,0.3911817972227739
INV006060,1,0,0.3520632302111088
INV006061,1,0,0.3566326234294821
INV006062,1,0,0.420034506169818
INV006063,1,0,0.36690659602452474
INV006064,1,0,0.4517663289720685
INV006065,1,0,0.35280881362873173
INV006066,1,0,0.34044888089060454
INV006067,1,0,0.3769825521307365
INV006068,1,0,0.35044747399756565
INV006069,1,0,0.3402083182295489
INV006070,1,0,0.34585178065216365
INV006071,1,0,0.46376920989192916
INV006072,1,0,0.3510668981777333
INV006073,1,0,0.4007182631194944
INV006074,1,0,0.33933423521865685
INV006075,1,0,0.3656372006807357
INV006076,1,0,0.3551983463670388
INV006077,1,0,0.45118544997153465
INV006078,1,0,0.3648597312132727
INV006079,1,0,0.37805839853762757
INV006080,1,0,0.3650597591739323
INV006081,1,0,0.35619295481679897
INV006082,1,0,0.37018901385955333
INV006083,1,0,0.3912875263046451
INV006084,1,0,0.37493432439958685
INV006085,1,0,0.3694532196339041
INV006086,1,0,0.4530958835294233
INV006087,1,0,0.3575143884296725
INV006088,1,0,0.3489920263318571
INV006089,1,0,0.34056399345962957
INV006090,-1,1,0.49234299372774437
INV006091,1,0,0.3415095926600822
INV006092,1,0,0.33494662005808373
INV006093,1,0,0.35999061277471306
INV006094,1,0,0.3556208319958392
INV006095,1,0,0.37834602145214685
INV006096,1,0,0.34513631584704185
INV006097,1,0,0.3701758863614921
INV006098,1,0,0.3560840017691438
INV006099,1,0,0.40751059186995847
INV006100,1,0,0.3521472041850276
INV006101,1,0,0.3567479468540641
INV006102,1,0,0.3672584936079468
INV006103,1,0,0.3889443265637146
INV006104,1,0,0.37356822634756925
INV006105,1,0,0.34703775041323115
INV006106,1,0,0.3551063551782789
INV006107,1,0,0.35252281117989803
INV006108,1,0,0.3417852777394232
INV006109,1,0,0.3587265258236208
INV006110,1,0,0.33919977628337655
INV006111,1,0,0.3478593948370101
INV006112,1,0,0.34428067581331806
INV006113,1,0,0.35204480861680165
INV006114,1,0,0.35156724033440195
INV006115,1,0,0.3730543667279773
INV006116,1,0,0.3940795426655548
INV006117,1,0,0.40592906454069566
INV006118,1,0,0.3542396244795649
INV006119,1,0,0.36709369936508257
INV006120,1,0,0.3484106069007511
INV006121,1,0,0.3737289842423159
INV006122,1,0,0.367674161275951
INV006123,1,0,0.34204102646646045
INV006124,1,0,0.3395206336507557
INV006125,1,0,0.39720836804407567
INV006126,1,0,0.35783531278245007
INV006127,1,0,0.368212261871698
INV006128,1,0,0.3643208129062207
INV006129,1,0,0.3562163221533784
INV006130,1,0,0.3954457594057609
INV006131,1,0,0.41112408375658965
INV006132,1,0,0.35779564588949353
INV006133,1,0,0.3641018015954023
INV006134,1,0,0.35890969294572317
INV006135,1,0,0.4147764262920698
INV006136,1,0,0.421264297161142
INV006137,1,0,0.353139339279441
INV006138,1,0,0.348736779847528
INV006139,1,0,0.3500824720183621
INV006140,1,0,0.3605379814499491
INV006141,1,0,0.42453509163450837
INV006142,1,0,0.37151220394864365
INV006143,1,0,0.38068382904595843
INV006144,1,0,0.35579818380693945
INV006145,1,0,0.35066944956738116
INV006146,1,0,0.4271444886377019
INV006147,1,0,0.4323904870043604
INV006148,1,0,0.41750525735519284
INV006149,1,0,0.34446149953315525
INV006150,-1,1,0.49200319729123243
INV006151,1,0,0.3408456248808659
INV006152,1,0,0.37992262084881145
INV006153,1,0,0.368684819096812
INV006154,1,0,0.35477301120267196
INV006155,1,0,0.35370512804859744
INV006156,1,0,0.3579148259879749
INV006157,1,0,0.3527502748916403
INV006158,1,0,0.3469928604225873
INV006159,1,0,0.4329670345404175
INV006160,1,0,0.35433059894200647
INV006161,1,0,0.3950851058286208
INV006162,1,0,0.3434725153732671
INV006163,1,0,0.34083655662233336
INV006164,1,0,0.356785322384519
INV006165,1,0,0.37232993696671646
INV006166,1,0,0.35724254804071753
INV006167,1,0,0.33681584059658426
INV006168,1,0,0.3472297573810659
INV006169,1,0,0.34145056567342447
INV006170,1,0,0.338112089577227
INV006171,1,0,0.38932399591964234
INV006172,1,0,0.43263715501296185
INV006173,1,0,0.4811431938783358
INV006174,1,0,0.34154803480620066
INV006175,1,0,0.3587649892396591
INV006176,1,0,0.3625992940204732
INV006177,1,0,0.37051722030195744
INV006178,1,0,0.36837902110470255
INV006179,1,0,0.3634045119537765
INV006180,1,0,0.3771715234521193
INV006181,1,0,0.3552909321783572
INV006182,1,0,0.3516521331652204
INV006183,1,0,0.350868308960553
INV006184,1,0,0.3751307696845264
INV006185,1,0,0.3547833721346464
INV006186,1,0,0.3525236097369139
INV006187,1,0,0.3427379187348112
INV006188,1,0,0.42882838295258435
INV006189,1,0,0.383533669750282
INV006190,1,0,0.36406391180816505
INV006191,1,0,0.35950936348289075
INV006192,1,0,0.3567909092880899
INV006193,1,0,0.4566410750678808
INV006194,1,0,0.36150176050820615
INV006195,1,0,0.3539329736212529
INV006196,1,0,0.34570757808237335
INV006197,1,0,0.3648100517974988
INV006198,1,0,0.36050050448078386
INV006199,1,0,0.4003092134772487
INV006200,1,0,0.40428163356626795
INV006201,1,0,0.3468064556827709
INV006202,1,0,0.35339569024564244
INV006203,1,0,0.35958280382940655
INV006204,1,0,0.3928440194304464
INV006205,1,0,0.370510666436561
INV006206,-1,1,0.5658725447194772
INV006207,1,0,0.42013700074968874
INV006208,1,0,0.38297965098544756
INV006209,1,0,0.3700311206696714
INV006210,1,0,0.38011157114754635
INV006211,1,0,0.33356770316514683
INV006212,1,0,0.3469775207319018
INV006213,1,0,0.338751008580916
INV006214,1,0,0.35454885660495034
INV006215,1,0,0.38742678945351877
INV006216,1,0,0.4419624631008534
INV006217,1,0,0.3626959656139996
INV006218,1,0,0.3800807941914619
INV006219,1,0,0.36993806915391925
INV006220,1,0,0.4371599706061726
INV006221,1,0,0.37200163686084076
INV006222,1,0,0.36465996235199377
INV006223,1,0,0.3700445405948444
INV006224,1,0,0.45673805429473247
INV006225,1,0,0.3656877291228903
INV006226,1,0,0.3447169978502052
INV006227,1,0,0.3794839374530929
INV006228,1,0,0.44279539860359207
INV006229,1,0,0.354993298151567
INV006230,1,0,0.38927473611469554
INV006231,1,0,0.3798390958959399
INV006232,1,0,0.3525460518132575
INV006233,1,0,0.3651988077067374
INV006234,1,0,0.34760665105202593
INV006235,1,0,0.3681802942484746
INV006236,1,0,0.3493548673419062
INV006237,1,0,0.3723691279528593
INV006238,1,0,0.35240714014644964
INV006239,1,0,0.3603061889299739
INV006240,1,0,0.3645454987064276
INV006241,1,0,0.4325299290509857
INV006242,1,0,0.3559406175472263
INV006243,1,0,0.39334229070773025
INV006244,1,0,0.37597847876537777
INV006245,1,0,0.3788373455378795
INV006246,1,0,0.36396923312761575
INV006247,1,0,0.3697867517008724
INV006248,1,0,0.3347487547843266
INV006249,1,0,0.3424220044495642
INV006250,1,0,0.4040159694624904
INV006251,1,0,0.3727272142754332
INV006252,1,0,0.3622911191216787
INV006253,1,0,0.39226194813197524
INV006254,1,0,0.3758383959615895
INV006255,1,0,0.3530930043282408
INV006256,1,0,0.374496182468471
INV006257,1,0,0.355171477041773
INV006258,1,0,0.3382971386098534
INV006259,1,0,0.3579584372453463
INV006260,1,0,0.3585554631972006
INV006261,1,0,0.4854627087088481
INV006262,1,0,0.33778306666419383
INV006263,1,0,0.3423549572275298
INV006264,1,0,0.38825882621429864
INV006265,1,0,0.34321592642467497
INV006266,1,0,0.3604966535018779
INV006267,1,0,0.351349599432023
INV006268,1,0,0.3796232341837031
INV006269,1,0,0.4381867721907704
INV006270,-1,1,0.5953782131034118
INV006271,1,0,0.38230452688608796
INV006272,1,0,0.39764271461214296
INV006273,1,0,0.39275028998353223
INV006274,1,0,0.3791339595715351
INV006275,1,0,0.3643882364147783
INV006276,1,0,0.3986825804115766
INV006277,1,0,0.3862254656820435
INV006278,1,0,0.39526025986228985
INV006279,1,0,0.369474455891617
INV006280,1,0,0.35441114255123407
INV006281,1,0,0.3705685340707862
INV006282,1,0,0.35417907782523506
INV006283,1,0,0.35639772382567836
INV006284,1,0,0.3453983894019149
INV006285,1,0,0.4548282561122173
INV006286,1,0,0.35275626434280716
INV006287,1,0,0.40077764819488415
INV006288,1,0,0.38015691812505903
INV006289,1,0,0.42817974062859676
INV006290,1,0,0.3579406736614418
INV006291,1,0,0.35219706092359315
INV006292,1,0,0.3518006506611513
INV006293,1,0,0.35535092063403917
INV006294,1,0,0.3694335215954568
INV006295,1,0,0.3382611939389185
INV006296,1,0,0.34126231261947354
INV006297,1,0,0.3500591453258824
INV006298,1,0,0.35218980599795546
INV006299,1,0,0.4065266081708242
INV006300,1,0,0.36933235308620443
INV006301,1,0,0.43740579228011806
INV006302,1,0,0.40164792199809557
INV006303,1,0,0.3406647328866335
INV006304,1,0,0.34212788811388917
INV006305,1,0,0.376988573430327
INV006306,1,0,0.3557286599274852
INV006307,1,0,0.37178618821679227
INV006308,1,0,0.34596393053497193
INV006309,1,0,0.34931437152785527
INV006310,1,0,0.35280438971158024
INV006311,1,0,0.3833977077926886
INV006312,1,0,0.34662840563432057
INV006313,1,0,0.41393327817046355
INV006314,1,0,0.37061107862819476
INV006315,1,0,0.36266829193842004
INV006316,1,0,0.41391926582384914
INV006317,1,0,0.3447456858727995
INV006318,1,0,0.35956855646699615
INV006319,1,0,0.35737740490082737
INV006320,1,0,0.41763435757881867
INV006321,1,0,0.3735574466697474
INV006322,1,0,0.384637704895698
INV006323,1,0,0.4194956717127596
INV006324,1,0,0.37146258498621687
INV006325,1,0,0.3786101602434377
INV006326,1,0,0.36118125711179333
INV006327,1,0,0.3472164265472125
INV006328,1,0,0.34454024501595215
INV006329,1,0,0.4692115850687628
INV006330,1,0,0.37308203332201606
INV006331,1,0,0.35924681639994965
INV006332,-1,1,0.5262129129927641
INV006333,1,0,0.3458440505980978
INV006334,1,0,0.34842082247764655
INV006335,1,0,0.36439887085746847
INV006336,1,0,0.388737567507958
INV006337,1,0,0.34514775466921305
INV006338,1,0,0.3884437320195724
INV006339,1,0,0.39348611732623034
INV006340,1,0,0.34030352781521145
INV006341,1,0,0.3869593708822624
INV006342,1,0,0.370795119463271
INV006343,1,0,0.365029893062209
INV006344,1,0,0.3403420115016575
INV006345,1,0,0.35429713817942465
INV006346,1,0,0.3553962200560889
INV006347,1,0,0.4789588951145449
INV006348,1,0,0.34129123539055656
INV006349,1,0,0.40768635033144046
INV006350,1,0,0.3788398101505404
INV006351,1,0,0.3903869733896049
INV006352,1,0,0.37057119999619037
INV006353,1,0,0.3662545920553864
INV006354,1,0,0.3866014607283766
INV006355,1,0,0.3464908367678516
INV006356,1,0,0.4191226739077724
INV006357,1,0,0.3908359122633118
INV006358,1,0,0.3439341506709982
INV006359,1,0,0.40550544489865586
INV006360,1,0,0.4136353126790832
INV006361,1,0,0.3453481579297308
INV006362,1,0,0.35385401527596544
INV006363,-1,1,0.5648456495604799
INV006364,1,0,0.35550476809706405
INV006365,1,0,0.334179699327273
INV006366,1,0,0.37478882407128733
INV006367,1,0,0.3418208665084362
INV006368,1,0,0.3612933955629607
INV006369,1,0,0.34644024450165967
INV006370,1,0,0.3599882055574138
INV006371,1,0,0.3424135962136655
INV006372,1,0,0.4066322708186374
INV006373,1,0,0.3639397905122844
INV006374,1,0,0.3357510984684145
INV006375,-1,1,0.5618529578021106
INV006376,1,0,0.4481970169808771
INV006377,1,0,0.3486209323793447
INV006378,1,0,0.35068705756114954
INV006379,1,0,0.3870206048043627
INV006380,1,0,0.37661044569125574
INV006381,1,0,0.3481077675326746
INV006382,1,0,0.35211934317039933
INV006383,1,0,0.3682242679774071
INV006384,1,0,0.3502404023076406
INV006385,1,0,0.4004633947003645
INV006386,1,0,0.38899143390795043
INV006387,1,0,0.35081561383475207
INV006388,1,0,0.36980030423522636
INV006389,1,0,0.4165846620672025
INV006390,1,0,0.4428589590793794
INV006391,1,0,0.3437908645979437
INV006392,-1,1,0.5241498521081909
INV006393,1,0,0.4027044297386882
INV006394,1,0,0.3972152605498879
INV006395,1,0,0.40278960274189335
INV006396,1,0,0.35276535275103976
INV006397,1,0,0.3443965358169636
INV006398,1,0,0.36411414538872794
INV006399,1,0,0.3535135160601338
INV006400,1,0,0.3744502569841436
INV006401,1,0,0.43475582079010566
INV006402,1,0,0.364122915683231
INV006403,1,0,0.34540541820470083
INV006404,1,0,0.33958863814599877
INV006405,1,0,0.3588228158855677
INV006406,1,0,0.33671229493276394
INV006407,1,0,0.43479928291730013
INV006408,1,0,0.39042670790956024
INV006409,1,0,0.37848979023403545
INV006410,1,0,0.34877781685877857
INV006411,1,0,0.35370065546434054
INV006412,1,0,0.3502454122815561
INV006413,1,0,0.3640102876273715
INV006414,1,0,0.3889360675352378
INV006415,1,0,0.36124055959026613
INV006416,1,0,0.4161227036353018
INV006417,1,0,0.45834925090789513
INV006418,1,0,0.35184695558219586
INV006419,1,0,0.35380375683545384
INV006420,1,0,0.35956262877107065
INV006421,1,0,0.4478463218184061
INV006422,1,0,0.3856262000936078
INV006423,1,0,0.3723085299435391
INV006424,1,0,0.34492070306242695
INV006425,1,0,0.35254109765825764
INV006426,1,0,0.427890295551036
INV006427,1,0,0.3828524359912898
INV006428,1,0,0.4456532160884251
INV006429,1,0,0.43700084162145914
INV006430,1,0,0.4237399719383867
INV006431,1,0,0.3533165514763612
INV006432,1,0,0.3885925542678268
INV006433,1,0,0.3507644266159101
INV006434,1,0,0.3459945033904695
INV006435,1,0,0.3919899747732907
INV006436,1,0,0.3685810052730869
INV006437,1,0,0.3469201543141595
INV006438,1,0,0.3790924372897423
INV006439,1,0,0.34885750116339126
INV006440,1,0,0.4781833190447125
INV006441,1,0,0.3851040069986699
INV006442,1,0,0.4064566736314335
INV006443,1,0,0.36134349352679046
INV006444,1,0,0.3924946481954823
INV006445,1,0,0.36479255858246634
INV006446,1,0,0.3623999314946427
INV006447,1,0,0.4406130259074272
INV006448,1,0,0.37230860638784075
INV006449,1,0,0.42191016776559065
INV006450,1,0,0.36681993739251345
INV006451,1,0,0.3507295215837519
INV006452,1,0,0.42984710054464537
INV006453,1,0,0.34768810780530923
INV006454,1,0,0.4062258898060573
INV006455,1,0,0.37325433899681226
INV006456,1,0,0.34779576798790385
INV006457,1,0,0.3644712200565455
INV006458,1,0,0.4335315072023951
INV006459,1,0,0.4439684707149252
INV006460,1,0,0.35994337278199817
INV006461,1,0,0.3505900771682904
INV006462,1,0,0.37295660497539157
INV006463,1,0,0.39544154351980665
INV006464,1,0,0.42352487709466874
INV006465,1,0,0.3494840156054462
INV006466,-1,1,0.5022843106997933
INV006467,1,0,0.38175454740111875
INV006468,1,0,0.3501084791481567
INV006469,1,0,0.34485912149719705
INV006470,1,0,0.34789190774331785
INV006471,1,0,0.3569643889310931
INV006472,1,0,0.41395455249574187
INV006473,1,0,0.4509636698344593
INV006474,1,0,0.35515605454093824
INV006475,1,0,0.36375601085183146
INV006476,1,0,0.3744867910451654
INV006477,1,0,0.39642613431759516
INV006478,1,0,0.35266580276370285
INV006479,1,0,0.3539973695920773
INV006480,1,0,0.3531249592728045
INV006481,1,0,0.37580502769008295
INV006482,1,0,0.3471181413314996
INV006483,1,0,0.3496218874417657
INV006484,1,0,0.3510472227792336
INV006485,1,0,0.42472606454603823
INV006486,1,0,0.450605916526135
INV006487,1,0,0.34938234535766816
INV006488,1,0,0.3435178517336153
INV006489,1,0,0.48674109547876604
INV006490,1,0,0.3818519272789833
INV006491,1,0,0.42978633426078083
INV006492,1,0,0.3631164470026728
INV006493,1,0,0.3624489563887655
INV006494,1,0,0.3349914565691019
INV006495,1,0,0.40754227151102945
INV006496,-1,1,0.5033753677801013
INV006497,-1,1,0.5280277777275542
INV006498,1,0,0.34286032901177
INV006499,1,0,0.3547299778782348
INV006500,1,0,0.36942289932333755
INV006501,1,0,0.355625399442521
INV006502,1,0,0.3528377638364923
INV006503,1,0,0.3743980028192494
INV006504,1,0,0.34472019184727987
INV006505,1,0,0.40715498071053147
INV006506,1,0,0.38172483492512094
INV006507,1,0,0.3531645220372238
INV006508,1,0,0.36308862823153565
INV006509,1,0,0.35660252302460776
INV006510,1,0,0.34316859586637394
INV006511,1,0,0.3469740026126856
INV006512,1,0,0.35874682016672027
INV006513,1,0,0.36272173822773324
INV006514,1,0,0.3444837171988693
INV006515,1,0,0.39497815703267025
INV006516,1,0,0.35368270598189666
INV006517,1,0,0.345725760480008
INV006518,1,0,0.3511164403824427
INV006519,1,0,0.3765951852218341
INV006520,1,0,0.3722301500594722
INV006521,1,0,0.34984450056584754
INV006522,1,0,0.43659801547691524
INV006523,1,0,0.3742317683535457
INV006524,1,0,0.33367446460134137
INV006525,1,0,0.37795565289503485
INV006526,1,0,0.40164774125471164
INV006527,1,0,0.387241105087286
INV006528,1,0,0.3517539621898349
INV006529,1,0,0.38192880997467465
INV006530,1,0,0.4079820951597195
INV006531,1,0,0.3461210662236394
INV006532,1,0,0.35081763057537907
INV006533,1,0,0.3842435106907324
