invoice_no,invoice_date,supplier_id,supplier_gstin,buyer_id,buyer_gstin,product_category,hsn_code,quantity,unit_price,discount_percentage,discount_amount,taxable_value,gst_rate,cgst,sgst,igst,cess_rate,cess_amount,total_tax,total_amount,payment_method
INV004302,2025-01-03,S0405,31LLPAW2682F3ZD,B0258,01QPASX0371O6ZL,Stationery,4820,46,1737.58,0,0.0,79928.68,12,4795.72,4795.72,0.0,0.0,0.0,9591.44,89520.12,Cheque
INV004303,2025-05-20,S0285,32CKBGI7675S4ZV,B0115,24UIJEG6308Q9ZF,Food,2106,73,1708.93,10,12475.19,112276.7,12,6736.6,6736.6,0.0,0.0,0.0,13473.2,125749.9,Bank Transfer
INV004304,2025-04-04,S0079,19TICZD9879Z9ZX,B0256,26VUPDQ9195N4ZG,Food,2106,54,423.21,15,3428.0,19425.34,28,2719.55,2719.55,0.0,0.0,0.0,5439.1,24864.44,Bank Transfer
INV004305,2025-03-15,S0312,03APNYH7934U9ZJ,B0022,34RPUNM0573S7ZP,Clothing,6109,3,443.13,0,0.0,1329.39,5,33.23,33.23,0.0,0.0,0.0,66.46,1395.85,Cash
INV004306,2025-11-26,S0154,07EDIGG2793X1ZQ,B0013,21OVCRI5736L7ZM,Furniture,9403,45,19311.66,10,86902.47,782122.23,28,109497.11,109497.11,0.0,0.0,0.0,218994.22,1001116.45,Cash
INV004307,2025-08-02,S0465,05MMXDY4317U6ZR,B0221,23WHMJG9778E3ZU,Food,2106,65,951.69,15,9278.98,52580.87,18,4732.28,4732.28,0.0,0.0,0.0,9464.56,62045.43,UPI
INV004308,2025-06-04,S0475,19LJRSZ8180M3ZS,B0268,28UJBRJ7130K4Z3,Stationery,4820,82,1808.6,0,0.0,148305.2,18,13347.47,13347.47,0.0,0.0,0.0,26694.94,175000.14,UPI
INV004309,2025-10-11,S0075,17LHZWC3326A7ZR,B0541,05EWTFK8246G7ZQ,Pharmaceuticals,3004,69,5627.35,5,19414.36,368872.79,5,9221.82,9221.82,0.0,0.0,0.0,18443.64,387316.43,Cash
INV004310,2025-10-25,S0453,23MXLEA0923Z9ZT,B0335,16FOVRB4206L6Z0,Pharmaceuticals,3004,66,5400.27,0,0.0,356417.82,28,49898.49,49898.49,0.0,0.0,0.0,99796.98,456214.8,UPI
INV004311,2025-09-06,S0063,19RKTAC2178A9Z3,B0315,15VHVKJ8125H9Z6,Furniture,9403,29,18085.9,0,0.0,524491.1,12,31469.47,31469.47,0.0,0.0,0.0,62938.94,587430.04,Cheque
INV004312,2025-08-01,S0110,22WQPEE6697B7ZX,B0780,34GDVTC7378R4ZL,Pharmaceuticals,3004,92,9095.88,10,83682.1,753138.86,28,105439.44,105439.44,0.0,0.0,0.0,210878.88,964017.74,UPI
INV004313,2025-04-13,S0269,36TERIC3737K6ZQ,B0229,01HEWAT5086O9ZQ,Stationery,4820,20,1509.15,5,1509.15,28673.85,5,716.85,716.85,0.0,0.0,0.0,1433.7,30107.55,UPI
INV004314,2025-09-02,S0496,22EHTDD6632C7ZH,B0712,11VEFPD2230I1ZS,Food,2106,4,521.94,0,0.0,2087.76,18,187.9,187.9,0.0,0.0,0.0,375.8,2463.56,Bank Transfer
INV004315,2025-07-07,S0287,11NMMET3325R7ZZ,B0950,37XSICC7319V6ZL,Electronics,8504,22,12163.65,15,40140.04,227460.26,12,13647.62,13647.62,0.0,0.0,0.0,27295.24,254755.5,Cheque
INV004316,2025-07-01,S0332,26TKUMJ5233W7ZI,B0287,03VOZVN1103X6Z2,Pharmaceuticals,3004,69,7324.71,0,0.0,505404.99,5,12635.12,12635.12,0.0,0.0,0.0,25270.24,530675.23,Cheque
INV004317,2025-12-30,S0091,06VCCTV5553D7ZW,B0486,26IMEJG7388Y3ZK,Clothing,6109,63,3251.69,0,0.0,204856.47,5,5121.41,5121.41,0.0,0.0,0.0,10242.82,215099.29,Bank Transfer
INV004318,2025-09-12,S0047,08UOBNR0604P2Z1,B0547,02KDIAK3952P8Z1,Stationery,4820,83,1558.54,0,0.0,129358.82,12,0.0,0.0,15523.06,0.0,0.0,15523.06,144881.88,Cash
INV004319,2025-07-28,S0077,13QRSRV6963O1ZX,B0905,31EBOPN6826E1ZQ,Electronics,8504,93,14608.65,5,67930.22,1290674.23,5,32266.86,32266.86,0.0,0.0,0.0,64533.72,1355207.95,Credit Card
INV004320,2025-04-07,S0408,31DSHNN6617U9ZF,B0742,34UDUJA5081U6ZU,Clothing,6109,61,482.31,0,0.0,29420.91,18,2647.88,2647.88,0.0,0.0,0.0,5295.76,34716.67,Credit Card
INV004321,2025-04-08,S0149,34FGCIM6199F7Z4,B0646,34KNPYF7709S9ZS,Industrial Equipment,8419,16,90630.3,0,0.0,1450084.8,18,130507.63,130507.63,0.0,0.0,0.0,261015.26,1711100.06,Cash
INV004322,2025-10-13,S0029,11UCWWF8437H4ZB,B0766,20JFQGY1888Z6ZU,Furniture,9403,33,28663.22,0,0.0,945886.26,12,56753.18,56753.18,0.0,0.0,0.0,113506.36,1059392.62,Bank Transfer
INV004323,2025-03-11,S0273,28QKZJA1303Q4ZB,B0650,32ZFRHD2953R4ZA,Food,2106,90,359.99,0,0.0,32399.1,5,809.98,809.98,0.0,0.0,0.0,1619.96,34019.06,UPI
INV004324,2025-08-18,S0143,31EQQVD6091A8ZU,B0325,15HODSU0247D1Z5,Pharmaceuticals,3004,58,2824.02,5,8189.66,155603.5,18,0.0,0.0,28008.63,0.0,0.0,28008.63,183612.13,Cheque
INV004325,2025-03-18,S0191,35PXCGR1656U7ZV,B0019,16CEGVM5460F5ZI,Furniture,9403,55,43663.26,0,0.0,2401479.3,28,0.0,0.0,672414.2,0.0,0.0,672414.2,3073893.5,Credit Card
INV004326,2025-05-28,S0434,01PWGNK5395W6ZH,B0793,10ZYKJE2405B8ZF,Clothing,6109,48,3827.47,0,0.0,183718.56,28,25720.6,25720.6,0.0,0.0,0.0,51441.2,235159.76,Credit Card
INV004327,2025-05-05,S0028,11ZVWAT3988Z4ZR,B0512,27VJVEU2060Y8ZI,Electronics,8504,84,43266.56,10,363439.1,3270951.94,18,294385.67,294385.67,0.0,0.0,0.0,588771.34,3859723.28,Bank Transfer
INV004328,2025-03-29,S0395,02TPGOG2636P3Z6,B0770,35VCDVD6866T2ZD,Industrial Equipment,8419,51,25610.71,0,0.0,1306146.21,5,32653.66,32653.66,0.0,0.0,0.0,65307.32,1371453.53,Bank Transfer
INV004329,2025-09-12,S0145,31NIEXI3776W5Z4,B0489,21ZLBOR2489H4Z2,Food,2106,88,909.22,0,0.0,80011.36,28,11201.59,11201.59,0.0,0.0,0.0,22403.18,102414.54,UPI
INV004330,2025-02-20,S0205,07DTKBH6711K4ZZ,B0017,18YNPTL5653E4ZJ,Industrial Equipment,8419,32,33299.15,0,0.0,1065572.8,28,0.0,0.0,298360.38,0.0,0.0,298360.38,1363933.18,Cheque
INV004331,2025-04-19,S0392,28ZXIOF1588J9ZI,B0859,05IXBLX3209M6ZT,Pharmaceuticals,3004,75,2114.95,10,15862.12,142759.13,28,19986.28,19986.28,0.0,0.0,0.0,39972.56,182731.69,Cheque
INV004332,2025-04-11,S0187,22LVQPH6641M6ZS,B0225,24AZAOY9038Y3ZS,Industrial Equipment,8419,91,81822.72,0,0.0,7445867.52,28,1042421.45,1042421.45,0.0,0.0,0.0,2084842.9,9530710.42,Bank Transfer
INV004333,2025-05-30,S0077,13QRSRV6963O1ZX,B0722,07EUVHD9459N1Z9,Stationery,4820,54,284.4,5,767.88,14589.72,28,0.0,0.0,4085.12,5.0,729.49,4814.61,19404.33,Cheque
INV004334,2025-11-26,S0457,13LVZRI9518Z4ZC,B0162,31YRRXQ4732S2ZV,Furniture,9403,95,24403.69,0,0.0,2318350.55,12,139101.03,139101.03,0.0,0.0,0.0,278202.06,2596552.61,Credit Card
INV004335,2025-07-18,S0225,06OAFOH6454Y4Z8,B0225,24AZAOY9038Y3ZS,Clothing,6109,19,777.64,15,2216.27,12558.89,28,1758.24,1758.24,0.0,2.0,251.18,3767.66,16326.55,Cheque
INV004336,2025-05-22,S0416,20FHCUU9404Q3ZM,B0069,36IIQAX5283N9ZH,Food,2106,34,1485.3,15,7575.03,42925.17,12,2575.51,2575.51,0.0,0.0,0.0,5151.02,48076.19,UPI
INV004337,2025-04-25,S0499,11WUPNB8757J3Z8,B0983,08JJIVP6811X1Z8,Furniture,9403,94,39508.19,10,371376.99,3342392.87,28,467935.0,467935.0,0.0,0.0,0.0,935870.0,4278262.87,UPI
INV004338,2025-08-24,S0205,07DTKBH6711K4ZZ,B0154,06HJHIP4610Y1ZC,Stationery,4820,35,504.48,5,882.84,16773.96,5,0.0,0.0,838.7,0.0,0.0,838.7,17612.66,Cash
INV004339,2025-08-27,S0302,28HGEVA4909T1ZT,B0544,21LTMMT3915B6Z0,Clothing,6109,27,3601.59,15,14586.44,82656.49,5,2066.41,2066.41,0.0,0.0,0.0,4132.82,86789.31,UPI
INV004340,2025-12-07,S0322,35OJJPX0292M6ZW,B0374,15IAFHX4737I9Z8,Stationery,4820,54,457.58,0,0.0,24709.32,5,617.73,617.73,0.0,5.0,1235.47,2470.93,27180.25,Cash
INV004341,2025-07-16,S0073,28DNOUE0862S3ZO,B0393,35EAVLO4382L6Z4,Pharmaceuticals,3004,74,5306.9,5,19635.53,373075.07,12,22384.5,22384.5,0.0,0.0,0.0,44769.0,417844.07,Cash
INV004342,2025-06-30,S0433,27WXSYQ4483H3Z1,B0703,31JKHHO8597X2ZX,Stationery,4820,82,1256.78,0,0.0,103055.96,18,9275.04,9275.04,0.0,0.0,0.0,18550.08,121606.04,Cheque
INV004343,2025-06-25,S0413,31ELWXM8905S6Z9,B0003,31YJARR3561M7ZG,Electronics,8504,80,15060.94,10,120487.52,1084387.68,18,97594.89,97594.89,0.0,0.0,0.0,195189.78,1279577.46,Cheque
INV004344,2025-03-25,S0300,25KYZIO0267O4ZX,B0240,03JHKQR4563C7Z6,Stationery,4820,83,809.38,15,10076.78,57101.76,5,1427.54,1427.54,0.0,0.0,0.0,2855.08,59956.84,UPI
INV004345,2025-12-26,S0497,05AMLFA6549B2ZT,B0625,05JFXEZ1720G9ZX,Electronics,8504,70,22522.24,0,0.0,1576556.8,28,220717.95,220717.95,0.0,0.0,0.0,441435.9,2017992.7,UPI
INV004346,2025-11-28,S0413,31ELWXM8905S6Z9,B0904,10NPXUH9300Q3ZK,Furniture,9403,94,37479.7,5,176154.59,3346937.21,28,468571.21,468571.21,0.0,0.0,0.0,937142.42,4284079.63,UPI
INV004347,2025-07-10,S0066,32YHSKM4411T9ZI,B0487,21AEINQ2516C4ZF,Clothing,6109,52,255.06,5,663.16,12599.96,18,1134.0,1134.0,0.0,0.0,0.0,2268.0,14867.96,Cheque
INV004348,2025-05-22,S0059,08OQXVB1375J8ZH,B0727,10TUIIY1873E4ZT,Clothing,6109,66,1310.89,10,8651.87,77866.87,5,1946.67,1946.67,0.0,0.0,0.0,3893.34,81760.21,UPI
INV004349,2025-10-06,S0331,34ARRIJ1628N6ZR,B0135,13QYKLG1306A7ZN,Electronics,8504,83,23722.42,0,0.0,1968960.86,28,275654.52,275654.52,0.0,0.0,0.0,551309.04,2520269.9,Cheque
INV004350,2025-12-03,S0258,31XXAVH2460H3ZT,B0744,34QYBOI3450S9ZR,Pharmaceuticals,3004,69,6837.16,0,0.0,471764.04,12,28305.84,28305.84,0.0,0.0,0.0,56611.68,528375.72,Credit Card
INV004351,2025-08-07,S0134,31GUKLR1443E6ZU,B0042,07VDCVR4950B8ZU,Clothing,6109,71,3275.81,0,0.0,232582.51,5,5814.56,5814.56,0.0,1.0,2325.83,13954.95,246537.46,Bank Transfer
INV004352,2025-05-31,S0431,28SKIJJ5641M6Z0,B0398,25VSTCD7178V7ZZ,Furniture,9403,19682,48648.95,5,47875431.7,909633202.2,18,81866988.2,81866988.2,0.0,0.0,0.0,163733976.4,1073367178.6,Bank Transfer
INV004353,2025-10-15,S0222,11GCOSF5082P6ZY,B0408,10PSVCN7363M1ZL,Furniture,9403,24,42616.17,0,0.0,1022788.08,28,0.0,0.0,286380.66,0.0,0.0,286380.66,1309168.74,UPI
INV004354,2025-10-06,S0416,20FHCUU9404Q3ZM,B0543,06RXLZR3796T2ZQ,Clothing,6109,26,3819.87,0,0.0,99316.62,12,0.0,0.0,11917.99,0.0,0.0,11917.99,111234.61,Cheque
INV004355,2025-05-16,S0013,34WLFOS2396O9Z2,B0638,32CPQNV2062U9ZG,Industrial Equipment,8419,92,16248.64,5,74743.74,1420131.14,5,35503.28,35503.28,0.0,0.0,0.0,71006.56,1491137.7,Cheque
INV004356,2025-10-13,S0188,32ZUIHU3919F9ZB,B0459,21BWEAN1405G5ZX,Furniture,9403,38,9206.63,0,0.0,349851.94,18,31486.67,31486.67,0.0,1.0,3498.52,66471.86,416323.8,Credit Card
INV004357,2025-01-14,S0370,10PIQCN0818G2Z5,B0833,28MBUGA7343Y8ZV,Food,2106,39,1431.99,0,0.0,55847.61,12,3350.86,3350.86,0.0,0.0,0.0,6701.72,62549.33,Credit Card
INV004358,2025-12-19,S0168,18JPBBU5622K5ZA,B0826,09SPOOB5904R3ZG,Clothing,6109,76,4762.18,5,18096.28,343829.4,18,0.0,0.0,61889.29,0.0,0.0,61889.29,405718.69,Cheque
INV004359,2025-02-09,S0360,10BNECG7721P4ZV,B0440,14OEETU8619P7ZR,Furniture,9403,70,3132.67,0,0.0,219286.9,5,0.0,0.0,10964.34,0.0,0.0,10964.34,230251.24,Cash
INV004360,2025-08-18,S0292,26FVEIT0661O8Z6,B0483,14OAYCX8782V6ZW,Furniture,9403,52,19771.86,15,154220.51,873916.21,5,21847.91,21847.91,0.0,0.0,0.0,43695.82,917612.03,Cash
INV004361,2025-11-28,S0471,12UJMQW0830N5Z8,B0256,26VUPDQ9195N4ZG,Pharmaceuticals,3004,90,4357.9,0,0.0,392211.0,12,23532.66,23532.66,0.0,0.0,0.0,47065.32,439276.32,Bank Transfer
INV004362,2025-06-13,S0093,24CHFLO7665T5ZB,B0145,20PDSGM4360E8ZM,Electronics,8504,78,15884.39,0,0.0,1238982.42,18,0.0,0.0,223016.84,0.0,0.0,223016.84,1461999.26,Credit Card
INV004363,2025-04-06,S0325,33BOBGE9550X5ZF,B0641,09DBURP7416V9ZT,Electronics,8504,19,37170.02,0,0.0,706230.38,12,42373.82,42373.82,0.0,5.0,35311.52,120059.16,826289.54,Cash
INV004364,2025-10-23,S0130,27TVBZQ4638Y9ZL,B0109,14HGVRY9988C2ZJ,Electronics,8504,25,28674.88,5,35843.6,681028.4,18,61292.56,61292.56,0.0,0.0,0.0,122585.12,803613.52,Bank Transfer
INV004365,2025-02-19,S0228,30ZCCDV0549H5ZQ,B0796,24LRZJL1241Z5Z3,Furniture,9403,41,21370.27,10,87618.11,788562.96,12,47313.78,47313.78,0.0,0.0,0.0,94627.56,883190.52,Bank Transfer
INV004366,2025-01-14,S0425,36QUNKK6593K4Z1,B0614,15CXCSB0942N5ZL,Pharmaceuticals,3004,23,4135.34,10,9511.28,85601.54,28,11984.22,11984.22,0.0,1.0,856.02,24824.46,110426.0,Cash
INV004367,2025-12-06,S0372,32YVMQJ7887B5Z7,B0197,21TUKST8197E3ZW,Pharmaceuticals,3004,13,2938.89,0,0.0,38205.57,5,955.14,955.14,0.0,0.0,0.0,1910.28,40115.85,UPI
INV004368,2025-09-19,S0257,25ROMEK6643K4ZD,B0970,28KETST7119T4ZA,Food,2106,68,1753.64,0,0.0,119247.52,28,16694.65,16694.65,0.0,0.0,0.0,33389.3,152636.82,Cash
INV004369,2025-08-01,S0307,35NQFQF6828X7ZE,B0590,27MHOKB2934H3ZH,Pharmaceuticals,3004,95,5516.96,10,52411.12,471700.08,12,28302.0,28302.0,0.0,0.0,0.0,56604.0,528304.08,Cash
INV004370,2025-01-31,S0133,02CYUGF5608R5ZT,B0311,21CLDQO1462X3Z1,Industrial Equipment,8419,8,52019.78,15,62423.74,353734.5,5,8843.36,8843.36,0.0,0.0,0.0,17686.72,371421.22,Credit Card
INV004371,2025-10-04,S0490,32XQATM9534N5Z4,B0630,08CLXQZ8925X6ZU,Electronics,8504,50,35655.85,10,178279.25,1604513.25,28,224631.86,224631.86,0.0,0.0,0.0,449263.72,2053776.97,Cash
INV004372,2025-04-07,S0307,35NQFQF6828X7ZE,B0103,33YTIXU1333A9ZJ,Clothing,6109,83,4050.65,5,16810.2,319393.75,5,7984.84,7984.84,0.0,5.0,15969.69,31939.37,351333.12,Credit Card
INV004373,2025-06-20,S0039,16HCHHI5126W4ZE,B0737,04DKNZC2922I2ZZ,Pharmaceuticals,3004,65,6974.71,10,45335.61,408020.54,18,36721.85,36721.85,0.0,0.0,0.0,73443.7,481464.24,UPI
INV004374,2025-10-23,S0232,36TGMUD0891M6ZF,B0657,30KQFBL0399U6Z0,Electronics,8504,30,28634.44,5,42951.66,816081.54,28,114251.42,114251.42,0.0,1.0,8160.82,236663.66,1052745.2,Cash
INV004375,2025-05-10,S0464,29PIFRI7307G7ZO,B0093,13ZQCHN1176T3ZE,Food,2106,86,2864.39,0,0.0,246337.54,12,14780.25,14780.25,0.0,5.0,12316.88,41877.38,288214.92,Credit Card
INV004376,2025-12-18,S0331,34ARRIJ1628N6ZR,B0963,37BAXWC7283M6Z7,Industrial Equipment,8419,40,65388.74,0,0.0,2615549.6,5,0.0,0.0,130777.48,0.0,0.0,130777.48,2746327.08,UPI
INV004377,2025-03-14,S0478,32PSVLH1712P6ZS,B0015,22HONLJ0852V9ZU,Electronics,8504,90,43607.54,10,392467.86,3532210.74,28,494509.5,494509.5,0.0,0.0,0.0,989019.0,4521229.74,UPI
INV004378,2025-04-25,S0133,02CYUGF5608R5ZT,B0576,24YCGDY6456B6Z6,Furniture,9403,68,4281.37,0,0.0,291133.16,18,0.0,0.0,52403.97,0.0,0.0,52403.97,343537.13,Cash
INV004379,2025-05-26,S0225,06OAFOH6454Y4Z8,B0661,06WYPWJ0238F4ZF,Food,2106,51,1432.7,5,3653.39,69414.31,12,4164.86,4164.86,0.0,0.0,0.0,8329.72,77744.03,Bank Transfer
INV004380,2025-02-25,S0171,21KOFDG9541K4ZY,B0904,10NPXUH9300Q3ZK,Furniture,9403,9,23363.44,0,0.0,210270.96,5,5256.77,5256.77,0.0,0.0,0.0,10513.54,220784.5,Cash
INV004381,2025-10-25,S0235,03PQQMW4034U9ZP,B0587,29HEHIC1814A7ZL,Clothing,6109,33,4909.79,15,24303.46,137719.61,28,0.0,0.0,38561.49,0.0,0.0,38561.49,176281.1,Cash
INV004382,2025-04-27,S0168,18JPBBU5622K5ZA,B0652,14SJTHZ6601D1ZP,Pharmaceuticals,3004,27,7107.03,0,0.0,191889.81,18,0.0,0.0,34540.17,0.0,0.0,34540.17,226429.98,Bank Transfer
INV004383,2025-03-05,S0439,09QHGTP9763F5ZP,B0460,27VKEND8639Z3ZB,Clothing,6109,63,1209.53,80,60960.31,15240.08,28,2133.61,2133.61,0.0,2.0,304.8,4572.02,19812.1,Bank Transfer
INV004384,2025-03-01,S0117,33OSHAJ5165L2Z7,B0793,10ZYKJE2405B8ZF,Clothing,6109,50,1130.87,15,8481.52,48061.98,5,0.0,0.0,2403.1,0.0,0.0,2403.1,50465.08,Cash
INV004385,2025-06-13,S0476,05CHSMW5629R3Z4,B0057,23LNPRX8748X7Z0,Industrial Equipment,8419,83,76599.25,0,0.0,6357737.75,12,381464.27,381464.27,0.0,0.0,0.0,762928.54,7120666.29,Cheque
INV004386,2025-03-19,S0075,17LHZWC3326A7ZR,B0078,27KXIBR4201A5Z9,Stationery,4820,29,429.62,5,622.95,11836.03,5,295.9,295.9,0.0,0.0,0.0,591.8,12427.83,Cash
INV004387,2025-04-21,S0332,26TKUMJ5233W7ZI,B0527,03RUCAW0839G3ZN,Furniture,9403,3,25315.44,10,7594.63,68351.69,18,0.0,0.0,24606.61,0.0,0.0,24606.61,92958.3,Cheque
INV004388,2025-08-23,S0097,20BKPAH2123A8Z1,B0791,14SOIUP8724E5ZM,Food,2106,43,414.3,10,1781.49,16033.41,18,0.0,0.0,2886.01,0.0,0.0,2886.01,18919.42,UPI
INV004389,2025-10-02,S0375,33IEZLJ3933Y7ZU,B0344,05TJLKL8241F9ZF,Food,2106,70,1181.74,10,8272.18,74449.62,12,4466.98,4466.98,0.0,1.0,744.5,9678.46,84128.08,UPI
INV004390,2025-08-31,S0263,15QRGKA7709U3ZA,B0436,37ALXSL6567A5Z0,Clothing,6109,94,3640.69,10,34222.49,308002.37,28,0.0,0.0,86240.66,0.0,0.0,86240.66,394243.03,Bank Transfer
INV004391,2025-07-20,S0469,28NMUVL2507G3ZW,B0764,22ZXHQT4387T5ZL,Electronics,8504,18,26729.99,0,0.0,481139.82,28,67359.57,67359.57,0.0,0.0,0.0,134719.14,615858.96,Bank Transfer
INV004392,2025-03-22,S0453,23MXLEA0923Z9ZT,B0128,18WNRBS9947D6ZE,Electronics,8504,5,34981.77,10,17490.88,157417.97,18,14167.62,14167.62,0.0,0.0,0.0,28335.24,185753.21,Cash
INV004393,2025-06-21,S0196,28KSFTV0181K4Z3,B0829,22PZUBD1518Y8ZX,Furniture,9403,61,36138.28,15,330665.26,1873769.82,18,168639.28,168639.28,0.0,0.0,0.0,337278.56,2211048.38,UPI
INV004394,2025-05-18,S0038,33LXLEW4782Y9Z5,B0117,09ZTTXA2874M1Z4,Stationery,4820,17,1223.01,15,3118.68,17672.49,5,441.81,441.81,0.0,0.0,0.0,883.62,18556.11,UPI
INV004395,2025-10-10,S0323,32UXAWL2521F6ZH,B0687,13KJNYW1692W9ZH,Food,2106,81,583.72,5,2364.07,44917.25,28,6288.41,6288.41,0.0,0.0,0.0,12576.82,57494.07,Bank Transfer
INV004396,2025-07-01,S0023,09YWWJE8769U9ZA,B0826,09SPOOB5904R3ZG,Industrial Equipment,8419,42,35694.32,10,149916.14,1349245.3,18,121432.08,121432.08,0.0,0.0,0.0,242864.16,1592109.46,Cash
INV004397,2025-07-18,S0294,07KPWNK9972K5Z2,B0052,06DACAZ8266N9ZM,Food,2106,31,1759.6,10,5454.76,49092.84,28,6873.0,6873.0,0.0,0.0,0.0,13746.0,62838.84,Cheque
INV004398,2025-10-24,S0296,19RXDSZ1567Y6Z9,B0296,21UDTGK1329O9ZL,Industrial Equipment,8419,82,84105.04,0,0.0,6896613.28,18,0.0,0.0,1241390.39,0.0,0.0,1241390.39,8138003.67,UPI
INV004399,2025-07-18,S0297,31PYSRX5840D1ZY,B0775,02IEOOP7897Z6ZE,Electronics,8504,74,31968.92,10,236570.01,2129130.07,18,191621.71,191621.71,0.0,0.0,0.0,383243.42,2512373.49,UPI
INV004400,2025-02-23,S0500,01ZCFNS3549F6ZY,B0580,13SXZUM9637J4Z8,Industrial Equipment,8419,74,63662.4,0,0.0,4711017.6,5,0.0,0.0,235550.88,0.0,0.0,235550.88,4946568.48,Credit Card
INV004401,2025-04-10,S0027,20JYZBJ6635N3ZP,B0546,09UJWDJ4891F4ZG,Industrial Equipment,8419,12,36323.23,0,0.0,435878.76,12,0.0,0.0,52305.45,0.0,0.0,52305.45,488184.21,UPI
INV004402,2025-07-18,S0409,31SPUSL8256E8Z7,B0929,27UWVFL4543G4Z3,Furniture,9403,58,3969.89,0,0.0,230253.62,28,32235.51,32235.51,0.0,0.0,0.0,64471.02,294724.64,Cheque
INV004403,2025-06-07,S0052,36NLTIS2211D9ZL,B0723,31EQLKX6125X4Z7,Stationery,4820,19,1874.5,15,5342.32,30273.18,28,4238.25,4238.25,0.0,0.0,0.0,8476.5,38749.68,UPI
INV004404,2025-03-15,S0192,28CCFTO6234V9ZJ,B0226,30DWZXG8019W3ZY,Clothing,6109,18,3573.2,10,6431.76,57885.84,18,0.0,0.0,10419.45,0.0,0.0,10419.45,68305.29,Cash
INV004405,2025-06-05,S0389,32WNENL9025K8ZZ,B0081,02IEANJ0952F5ZF,Furniture,9403,23,24824.88,0,0.0,570972.24,12,34258.33,34258.33,0.0,0.0,0.0,68516.66,639488.9,Cash
INV004406,2025-02-15,S0382,15LUDIM7523N3ZI,B0861,03NAUTL5215S7ZK,Stationery,4820,42,616.14,0,0.0,25877.88,18,2329.01,2329.01,0.0,0.0,0.0,4658.02,30535.9,Bank Transfer
INV004407,2025-01-08,S0075,17LHZWC3326A7ZR,B0694,05DVHQB3040T1ZA,Food,2106,97,1252.53,0,0.0,121495.41,5,3037.39,3037.39,0.0,0.0,0.0,6074.78,127570.19,Cheque
INV004408,2025-02-17,S0451,15AYVMO9364U2ZX,B0004,11BZIPZ1872W5ZZ,Furniture,9403,14,13093.27,5,9165.29,174140.49,28,24379.67,24379.67,0.0,0.0,0.0,48759.34,222899.83,Credit Card
INV004409,2025-04-29,S0008,17TLPJZ1478E3Z1,B0963,37BAXWC7283M6Z7,Industrial Equipment,8419,82,64919.67,0,0.0,5323412.94,18,479107.16,479107.16,0.0,0.0,0.0,958214.32,6281627.26,Cash
INV004410,2025-08-17,S0098,12DNFOR3374O2ZU,B0887,29HYMTS8459W6ZB,Furniture,9403,23,3793.9,0,0.0,87259.7,12,5235.58,5235.58,0.0,2.0,1745.19,12216.35,99476.05,Cash
INV004411,2025-05-26,S0156,15FDDTP4545V4ZP,B0947,32CSCHY5749M8Z8,Electronics,8504,14,8331.11,5,5831.78,110803.76,18,0.0,0.0,19944.68,5.0,5540.19,25484.87,136288.63,UPI
INV004412,2025-12-02,S0388,18RXJCH8395W2ZU,B0318,05YPPCO9200Q4ZW,Clothing,6109,52,532.88,0,0.0,27709.76,18,0.0,0.0,4987.76,0.0,0.0,4987.76,32697.52,Cheque
INV004413,2025-01-09,S0129,32AOJUO6039X8Z7,B0245,14BWYRH6004J8Z0,Electronics,8504,21,26680.17,5,28014.18,532269.39,28,74517.71,74517.71,0.0,0.0,0.0,149035.42,681304.81,Credit Card
INV004414,2025-05-31,S0205,07DTKBH6711K4ZZ,B0917,27DGIVC6622K4ZI,Industrial Equipment,8419,65,78297.03,0,0.0,5089306.95,28,712502.97,712502.97,0.0,0.0,0.0,1425005.94,6514312.89,UPI
INV004415,2025-01-18,S0292,26FVEIT0661O8Z6,B0290,14TFYQZ8684Q3ZQ,Industrial Equipment,8419,96,13987.65,10,134281.44,1208532.96,18,108767.97,108767.97,0.0,0.0,0.0,217535.94,1426068.9,Cheque
INV004416,2025-12-04,S0306,19ANUNN4263C2ZK,B0002,21MKLTR8249N4ZE,Pharmaceuticals,3004,68,4774.1,0,0.0,324638.8,5,0.0,0.0,16231.94,0.0,0.0,16231.94,340870.74,Cheque
INV004417,2025-08-29,S0452,35WIVTH2596J7ZG,B0987,31IEXOA0351T3ZB,Electronics,8504,81,35420.99,5,143455.01,2725645.18,12,0.0,0.0,327077.42,0.0,0.0,327077.42,3052722.6,Credit Card
INV004418,2025-08-25,S0276,15FZFAN1773U5Z8,B0800,22CBWJN2381W4ZB,Clothing,6109,12,1663.17,15,2993.71,16964.33,28,2375.01,2375.01,0.0,0.0,0.0,4750.02,21714.35,Cash
INV004419,2025-09-18,S0415,37PEDUI8720H6Z2,B0530,07TDJJE0689S3Z2,Pharmaceuticals,3004,23,2453.77,0,0.0,56436.71,12,3386.2,3386.2,0.0,0.0,0.0,6772.4,63209.11,Credit Card
INV004420,2025-11-17,S0370,10PIQCN0818G2Z5,B0313,22ESXQM8543T9ZI,Pharmaceuticals,3004,86,4533.25,5,19492.97,370366.53,12,0.0,0.0,44443.98,0.0,0.0,44443.98,414810.51,UPI
INV004421,2025-05-11,S0443,07XQYLX8320U7Z3,B0905,31EBOPN6826E1ZQ,Industrial Equipment,8419,92,72956.85,10,671203.02,6040827.18,12,362449.63,362449.63,0.0,0.0,0.0,724899.26,6765726.44,UPI
